18
1000
p_lm,p_nn,p_dnn,p_dnn2
0.920495699598169,0.0022932463795675945,0.0030539338058128795,0.010195671633342935
0.9584639383492239,1.0879382799548594e-06,1.5890803230686538e-06,6.510407192905418e-06
0.8314319555693528,0.0016964947699831137,0.0034961180035224817,0.0046296558900741375
0.844243838951842,6.891195066295463e-08,8.613514650418776e-08,2.377670039107979e-07
0.745290229057566,0.20300525114614276,0.04629659925296796,0.5263648170277506
0.29034922689050896,2.1436683728246157e-09,2.269003088929816e-09,0.6406524234846811
0.4531365509796247,2.4518422943869093e-08,8.02888124351045e-08,0.0058904805874367
0.44751372601275363,0.0009357234768319429,2.499614500391196e-05,5.405637124153118e-05
0.5465218200660225,8.957586271185533e-05,0.0002089970658314047,0.4260057013392333
0.7783645550888252,7.544890895687086e-07,5.544058313420657e-07,1.6016668443820915e-05
0.19968456456163033,0.00021528114297330006,0.0002859301920886021,0.00024460363861857206
0.5326752251157327,2.260293048317056e-06,1.2100577678444554e-05,8.197392134557953e-06
0.11692137441527851,1.6762622538009048e-10,1.9746696016526146e-08,0.002795378002400399
0.5101029403952244,1.2680539135213224e-12,2.0521341052936957e-11,3.041718510125366e-11
0.4821415203149728,0.01616882714195246,0.02704176818731874,0.056290803696753065
0.06513364748345767,1.1688451833725714e-08,2.02379317539183e-08,0.19679191517888495
0.23158223641399725,3.765849993883022e-09,8.023561003727837e-09,1.1640416405411964e-08
0.9883229198119863,0.0011389907502366424,0.0022126312047634077,0.10990586216294909
0.004109939292469889,3.7238832293632944e-05,3.646438043593926e-05,0.00017342912405063642
0.8650664374190149,2.0633632929079023e-06,4.599311213548496e-06,8.539966962157303e-06
0.08914246369718228,1.3423729669418286e-07,1.9649607101391763e-07,7.061203408955473e-06
0.23585640551218912,1.2189165837846593e-05,3.60589799318242e-05,0.8730184998226869
0.5071267863622143,0.011581331130686472,0.017350067169818312,0.031743724760017494
0.12067498657014944,0.004331217348703715,0.006748042533691502,0.5992039637188442
0.95766383664675,4.827035646972416e-06,8.643847611351656e-06,1.3620054653131077e-05
0.48180940925839255,0.05186042843728182,0.048463390974013074,0.44044370204174343
0.47865533609372224,1.311502110310071e-06,6.018516310660988e-06,0.26254907483730827
0.5260591106217045,4.439150628448414e-05,9.35138626598446e-05,0.837469054182671
0.10473793954800752,0.0003567782741844511,0.0006275168997692366,0.6702396514277951
0.32660940596662713,6.80737831032527e-08,4.5791439028641783e-07,0.036488511968347744
0.6537127522298343,4.748673187169075e-07,6.027150371780907e-07,0.9427087526699158
0.28255680297743563,2.1975153258129574e-06,6.855582456341305e-06,2.5259474488240538e-05
0.3631865850047925,0.45165849170021066,0.48898256931033535,0.311163249339949
0.6898632919350889,6.339587405812342e-09,1.630223944472509e-08,3.0296998822104315e-06
0.7931873970684997,6.003654804628286e-10,2.3521325867491004e-09,5.019254341616791e-05
0.2014497488683715,9.067678979137833e-05,0.0006308191828626256,0.00039038937843874946
0.8865678551807686,2.166516558462091e-13,2.337784134134288e-13,1.678916047052172e-11
0.4982985806181486,0.005551426427807847,0.005719428087377838,0.01863006663897072
0.22243165924437594,3.567144175180273e-08,4.434344292908809e-08,1.3917588443366915e-07
0.644105703492823,0.002270123845763022,0.003222843344099652,0.7020676858501029
0.49332282908280545,0.004539023943858701,0.004616342662802929,0.00492856047259096
0.033173100088004254,5.329282237112731e-06,1.2342293316517784e-05,6.09733618351144e-05
0.5462131398594854,0.020521486146303773,0.02373476357137416,0.045431098632315196
0.5960982254697786,0.008678316094298446,0.01090894811261246,0.1290504593745003
0.46028341109714654,0.007634693400464196,0.011741468541645655,0.03269907214720062
0.05395548731841878,2.629708361731094e-07,6.073794163358658e-07,5.494238403269427e-06
0.9884760843396454,1.5974801888449777e-06,7.608774577428849e-06,1.0083278468050192e-05
0.8517351790383246,7.341362144330341e-06,1.3083553272665944e-05,0.6653887883439472
0.27382141788198316,0.000484439649787534,0.0008390204285081692,0.8488420806443465
0.6193123645979177,2.788353346283145e-09,5.211294204489073e-09,0.03604511214388091
0.27809161091935697,7.960240692655651e-08,9.938723493258971e-08,6.78292025254653e-07
0.7909622685346315,4.5286286217056274e-08,5.782302161363511e-08,6.295248712847305e-05
0.8265635728424189,0.005168950788563832,0.009557404350771365,0.009097419525871652
0.34685394158552574,0.00015854808379606647,9.148344425312217e-05,0.919716246492364
0.7590174537863938,0.00023646548976552606,0.00029550356588310656,0.9443213097771731
0.6247001682067614,0.0006916444045164096,0.002219040118187862,0.0028578465929946263
0.3053812222754381,6.693665009953975e-05,5.7087669684689014e-05,0.09753208271366928
0.17670005005855116,0.021541046511821715,0.032630877101168645,0.5879958975591402
0.8770070046997036,1.3993079510917344e-05,4.411740033307912e-05,3.936712549776117e-05
0.06175685590682854,4.596145803441042e-05,0.00014957517151211562,0.00019948402029795894
0.5247333081758062,0.0026921155609944277,0.0023967726291374506,0.008057895042655276
0.8800714507670752,0.0004462659561562275,0.0004151052425311314,0.2567094393131437
0.8442318892657545,1.2365606888456858e-08,9.500462575591878e-08,4.6561391644053095e-07
0.9638539368637198,0.00024360296315508234,0.00041527482385701997,0.708663189297766
0.34442888373438985,0.0008217964272587686,0.001219778646379869,0.0017798754885648706
0.5869172461892187,1.3346434247329315e-05,1.2752153532130613e-05,0.00017263782660744052
0.5016825731801251,2.71359683130433e-06,9.467005478248325e-06,6.285352117934103e-06
0.5824299681336493,4.994633924693927e-05,0.00021732066555265193,0.0001187004063326854
0.8692126294495132,6.444838852752306e-12,3.0894909660450697e-12,0.00016681298988172158
