18
1000
p_lm,p_nn,p_dnn,p_dnn2
0.6762044926691075,2.2553122968647572e-05,1.319441659130321e-32,0.9521506208790049
0.043549697458235496,0.0002211011963185291,6.259535850905886e-60,5.301934785450199e-44
0.09477989607011414,1.5758480879470807e-09,2.5922656089825436e-117,1.4538012871975464e-06
0.2055881925363682,0.0019722139447991968,1.3577667498362173e-36,0.8811054587078387
0.29313170305566816,1.8628426047335606e-48,2.002041250903943e-77,4.596470415043217e-06
0.6198591648029463,0.011235977375004019,2.5025348372785787e-62,5.3019176262245084e-09
0.10429212537559905,2.470667891157304e-07,1.7751062933447233e-104,0.6967342237550461
0.721419129060128,2.943022473700246e-52,4.756885443649695e-85,0.9364582364975254
0.5559530704416334,4.822250101001977e-08,2.717942751800025e-55,4.463238253921855e-08
0.39494780408874497,3.3330817509969585e-05,1.8359178403674686e-40,1.281219171298316e-49
0.027614424184668872,1.9658755365208662e-57,9.42976425351637e-70,4.3586048105655564e-16
0.5409750304109213,0.0036801307261683487,3.8932530468048986e-92,9.836963286328567e-05
0.7660041434589302,0.001412882459997519,8.196577663347202e-56,0.870879861756336
0.6448228239398702,4.900611305146411e-05,6.911260540448545e-38,1.2406924009355966e-05
0.8782673591076788,7.677386515302845e-05,4.636341055458037e-39,0.05155430194591648
0.23267773841976463,5.1153010243635874e-42,1.2316858429468367e-84,0.597361044964055
0.6262879583019829,5.964029276165383e-47,6.476282458820829e-62,0.00020094932505145788
0.7842708084430252,5.75985232516937e-05,6.565492424748372e-59,0.8949517803236027
0.713789144282305,5.914422867115614e-62,2.1122243966370414e-102,5.231315443473534e-07
0.7761474936110723,1.916675812800087e-13,1.3208435298474358e-124,0.039729192745023977
0.9707282387151259,6.549389119216644e-06,1.7182792008671656e-102,2.9066122067569894e-15
0.838333612095851,5.993303653975809e-46,1.1724981095098693e-87,0.1956000791744329
0.12994700393255348,1.7489262047572955e-56,3.78113371514764e-108,0.0552731637004096
0.4801694954281621,0.0005110357403546569,1.8232849513249404e-65,0.00021732771271623015
0.9221302478126707,3.296678971613781e-24,1.9295057513298545e-91,0.007074424106252462
0.25223861809893605,0.6252800862601073,1.2805325381987044e-90,0.000755265441773037
0.23988359210709595,8.337056476737609e-54,3.5645605009972846e-104,2.1013232392519112e-06
0.5025280515784089,1.2436223929189798e-08,7.800955834766129e-123,2.8493219587853084e-07
0.7928498917488181,2.3243650501980085e-59,1.3393368771340492e-56,5.713453959973516e-12
0.2371304452768673,1.1556735660258692e-26,1.0122235299483759e-70,0.1654491049345943
0.2854098442766246,7.722277778134718e-37,8.337699010769027e-67,0.13995290705745023
0.31280737879457937,0.001806453168739128,5.829708248358281e-53,7.7561328375148e-20
0.5209203560761273,9.838667051622886e-28,6.577653596796529e-64,0.5685505473967091
0.6070356144998584,2.8867928794803122e-05,2.029384898709601e-101,3.214866222153732e-05
0.626952182193492,7.229551111410794e-05,1.4304620765914e-76,5.889374913105629e-35
0.553432692014001,2.1609942292576474e-08,2.0708758693985542e-75,4.560258706012112e-08
0.5425518429733331,3.6474298609732115e-34,9.882376238659337e-56,0.00218836517032945
0.6487327657529469,1.8247100603278147e-08,4.505584804183642e-81,0.009787859656202665
0.6106367721043288,0.0015232598715203519,1.1084010211716066e-55,0.0397973529554969
0.6169085114507974,5.3288328039960175e-33,1.6353009054101824e-131,0.6706437483462253
0.16838378375408533,1.930167312611101e-68,6.914191895379554e-97,0.0015265775807656364
0.12599512790513212,2.421100177081054e-70,1.8158466887624552e-134,1.7981514445875473e-30
0.4067208963576525,3.849721707779114e-61,3.390498140330147e-85,1.637205878420129e-08
0.9535453658620408,0.00011514082020288796,3.407869863500442e-86,0.6063041837949031
0.6942366322825939,1.5781951433183614e-08,6.084952937979996e-74,5.024938623535907e-06
0.9650369499707512,2.0942690225043324e-06,8.753931334491247e-98,0.36728024652498714
0.08579078413858869,1.5405885554960688e-07,4.356411508570643e-77,4.5433722959141633e-07
0.24228174190334914,7.5285588149386e-29,1.3636284610034203e-26,0.1322458832334019
0.8336817129592,5.319737995907584e-56,2.1097426844262013e-15,3.369419450844399e-05
0.8797860487200455,3.2587609793216883e-40,3.9793206848668264e-60,0.6005888081342396
0.12986368561700162,3.2630323578407964e-13,4.058977549887841e-60,0.009055620296476337
0.3284503999523991,9.01105408677148e-51,2.2713166530595707e-88,1.299957882278932e-11
0.2276872603941546,4.382917772284456e-60,1.011657988501504e-77,3.9598889625301895e-05
0.046931731441388375,1.5477984817016386e-60,4.583909153806978e-43,0.7057765974859849
0.5470189785608971,0.0003289829150486754,7.708026672889286e-68,0.1363684696773614
0.05936757450948926,1.2158325936789025e-23,5.745052317015417e-87,1.6074493654556775e-59
0.3030331817125836,1.7561685625876493e-53,1.2746550786726369e-74,4.2812675824418076e-73
0.8741489394680657,1.683948978630217e-39,2.285658521056294e-153,0.896246237136553
0.00450726728089219,4.267003361397234e-35,1.316618391205461e-86,0.23723960988615933
0.4879467554508641,8.006116741765377e-05,1.783872620353389e-46,0.026268699605304646
0.32913588314015463,1.3486149813741115e-05,8.092884366578235e-95,0.16573507970412327
0.41626597875951066,2.786710859715377e-44,1.662701891737378e-80,0.03589180026648863
0.5344775352149786,0.010045925963806686,9.036017011164963e-43,7.911156926453807e-46
0.3791990823720417,5.5879131118482755e-46,0.8358707202056472,0.0001977372079889008
0.7689923078059532,7.379495276763437e-06,8.812231731640282e-97,2.3742022971480824e-05
0.8344880867985559,2.355852089197943e-41,4.107771581438675e-51,2.0446760667872345e-23
0.7652892912967288,1.3043154980501624e-32,2.7411408522982218e-58,0.021369255042287694
0.9764285964144189,1.921759307217699e-35,1.8190265738001062e-65,1.0898962310716877e-06
0.4515768051977468,5.465575422706979e-13,3.9542428102413124e-141,0.0005042379953662206
0.2763142025646647,1.526216257397237e-07,1.0316095534650211e-83,0.711383733537785
0.49494740082931343,0.011787840770955078,3.940134250803462e-77,0.9673401056166835
0.053798540903728445,1.6952329193893277e-06,7.391269806715151e-99,1.9452470467212207e-14
0.8353155574029503,1.7950221802462172e-27,2.319021243698605e-74,0.009838914175979692
0.5216504029616604,1.8423064230640262e-36,5.523934892587817e-56,0.752988117865968
0.6830025062136869,4.727491356735869e-43,3.2909044210237663e-96,0.5002989588090969
0.15498412670201708,3.0511287755833707e-41,2.2501165957831373e-59,0.1235494015618555
0.2615957976728466,3.3916126443988064e-06,4.183720486413632e-136,0.001171373761579404
