18
500
p_lm,p_nn,p_dnn,p_dnn2
0.7484718595724561,0.01144495585088566,0.9119852324641203,0.892872350998187
0.9865422925531635,0.524401963145041,2.329376021638371e-06,0.21353455314998449
0.5777659088327599,0.007095230700541725,0.14583184640316763,0.15183929661034265
0.9012152994124085,0.07503699053616365,0.8382427709534729,0.8769465180392555
0.5739136240369476,0.07000175723204079,8.028908165480419e-11,0.5205717712862565
0.6923583516619745,5.959980607240214e-19,0.11033234795358139,0.11399574979837782
0.5469100675493055,2.2139675939495097e-05,1.2841013225503254e-34,0.15834149550680543
0.43883527834575087,0.31760236422960253,0.33434079460255495,0.28031016662988983
0.05487941413617487,2.6070649469336384e-06,0.928268811588723,0.9732035268997641
0.46558123910587423,0.9035852819891553,0.11615925397948186,0.1221834237455754
0.5971276712576404,0.013769355870392968,0.42874283449356543,0.2107838927575041
0.07610393355493146,0.8637576741289359,0.12156501330652765,0.08839538085887345
0.1169529133935693,0.5047868210715352,0.4704309970610532,0.5601568031501012
0.8102749728474015,0.7985932459179695,0.04697241890112974,0.04280892231260911
0.43687030214826506,0.05015099705131063,0.9007036963067894,0.921579133028911
0.5260110797207063,0.28133531418749125,2.3083109347051534e-15,0.8205954225332448
0.7308817080130945,0.3598727393126113,0.7567325082505758,0.7477722058767039
0.12307108194384675,0.39257874577662977,0.5279690137724147,0.5652596877369627
0.5087985557096265,0.7841006872727972,4.186018433007317e-05,0.08552575670290152
0.2732105747749815,0.001275330346788927,0.3743218433375649,0.3511948392954699
0.17755963304758293,5.162044813397886e-12,0.5531693693275341,0.46254410739844687
0.13367042898296155,0.0069531992653239305,0.7540738901494454,0.673721823989381
0.5705165818059645,0.0483201358741893,0.7090404577402393,0.7067210185185799
0.18471209475245182,0.03728364242146502,0.5006585328997548,0.9360215056560826
0.13762092090836858,1.6853761621196865e-05,3.247246013991072e-20,0.02279024507936403
0.8363708379871211,0.11128839454764795,0.6175239528476248,0.9534512725707577
0.23591223822568688,3.6155739961643885e-09,0.574234857678792,0.5730246201398632
0.9447842029939709,0.012667034556285732,6.418775083842762e-24,0.35920892147631034
0.62130782800215,0.4669353985973116,0.6954804097328844,0.6943883357963027
0.2984154583003949,0.1362841410262256,6.037817514473576e-19,0.7645942488691697
0.8064027415734073,0.053757692529966435,0.603481560672779,0.6079561944111254
0.8002363222557074,0.0350812962049952,0.9152934578555488,0.8937342325131199
0.3214560770936543,0.1798551682973667,0.6345613011100435,0.6049538487575261
0.8504523868313694,1.3935364295229585e-09,9.260575238485911e-18,0.3752819207587511
0.6721877873735999,0.00010159774180475939,3.307715485868014e-41,0.045719967082194314
0.6455889963372496,0.9918945028625707,0.07864752305349125,0.10273648963204558
0.8502399807186654,0.12303850576738232,0.8899196019026898,0.9078588710366603
0.803250807839258,2.165587380196009e-10,0.8298930384636016,0.7435754512466876
0.616102363463082,0.0001925978836034927,0.25211825817344,0.2677995788633035
0.9836455412466192,0.026811700019515605,0.757952161964867,0.6066851175445838
0.9078575075373685,0.08001821637977626,0.7290852020152724,0.10498291801913996
0.6867161012241416,0.021389206591633538,0.5382693889319735,0.5085316895879695
0.9391850016529003,0.05871499855257991,0.9585129183393989,0.9951038937424092
0.304295727557915,0.09924415886683371,0.7821663165446509,0.7828377438340971
0.821376657580186,1.3489292723753456e-08,0.9719806973198953,0.00012963306915044062
0.4795433081946934,0.8974036085804852,0.08321628330281851,0.08304847799172559
0.598060944558263,0.07524818005405165,0.702450542882008,0.704992186169495
0.9095309866013916,0.15472482637064422,0.4736342508540744,0.5045761860610523
0.909385186609198,7.383573754628771e-11,0.3718803633994572,0.29151756725543876
0.5884299988385888,0.1341400797508586,0.5161063859289692,0.5138884944337043
0.21949179920162323,0.001313559983328992,0.28419657172029333,0.27460109420585266
0.5138374401681275,0.5401112988152645,0.0009302870325852001,0.2395194698231936
0.7689100340542583,0.00018370647365728858,0.6614866833000252,0.6656421795589917
0.2575120898846622,0.004357328447622707,0.986950551701367,0.9960160208157732
0.4914023020342375,0.46444562112367027,0.44971271892291365,0.43855382662766285
0.1461222351356605,0.002337934896057539,0.08839071016810732,0.08633449899861194
0.3508042438041101,0.4124574537035489,0.33950407255625104,0.32524419623721734
0.2431001740977968,0.1071789122673268,4.855768012572644e-10,0.7920629805459205
0.3850505835018999,0.13629581571671961,0.7151852354748154,0.7218308128699933
0.6035370265577358,6.65258274594647e-05,0.026472595956500998,0.024108937582756014
0.7295823049452066,0.35375345157422167,0.2951920831668976,0.2614108632106502
0.8656032935331213,0.011148693022311532,7.167465629202932e-13,0.9904358087437629
0.17378309015260082,0.663695268446322,0.24562839062551256,0.25347595846961435
0.7329434993622195,0.031493349499812126,0.9282772633717706,0.9370611327209661
0.14170255982402535,0.10896573577526183,0.9307499381063887,0.7976184576581401
0.23452508210378112,1.515576178796616e-07,0.24708001745939723,0.8794140294245085
0.25253943224611414,0.010312770631178986,0.7285423707997809,0.8042160982037464
0.7690341821034079,1.6795751333771524e-10,8.721813706328748e-25,0.05743150936663083
0.7311162382615981,0.0002034168835742038,5.050370143064294e-23,0.15020803558450074
0.10907658264168259,0.11361697883315283,0.45599831137614355,0.7662257583671166
0.9585612027525823,8.461188548102741e-08,0.7541277992483266,0.7512381818226703
0.7824811198011865,0.15385061880308143,0.7923390769563711,0.7843775653179175
0.5877875089748854,0.040399182426708154,0.16439592233633338,0.0020639164679851093
0.3609274587684367,0.7021781391375195,0.27937862003369573,0.24449811802044463
0.22756978071183798,0.8711038633561297,0.1688759128964391,0.15976648861571807
0.15609476041094447,0.0003257058511858491,0.37738572128265957,0.5502479394473818
0.8003225211005348,0.3966037350727677,6.795664594195367e-11,0.7537959550174216
0.19527254260448973,0.026188327363212294,0.675542484225369,0.6096220855238947
0.9080496215278427,0.6827524278564359,0.19148021106998758,0.057337293917785664
0.01019324094822071,0.8579408700771288,0.27540635939194946,0.29808738218481756
0.12675936395111423,0.13435874931755093,0.7945620547289458,0.7722434586663395
0.6201571579955392,0.00018952532976988703,0.13250322758044158,3.595546818021763e-17
0.805134111816507,0.48090674652947074,0.01819316663155766,0.018392417457918402
0.07583567205463194,0.005187137861079479,0.36920991921606705,0.4022164039570073
0.12218746073076117,0.10136220272854016,9.18620264516619e-12,0.8718261523351285
0.20432006509879058,0.786040633404297,0.1189216054492855,0.11532392059020673
0.8147190182088258,0.002942707812447051,0.4852334698547047,0.47603059652405066
0.017163061729491565,0.011679435512383134,0.7812575593713911,0.7730069491829027
0.8966347150140592,0.10415328954049473,0.812893507127116,0.7961653147322808
0.638196165492424,0.0006316436810001846,0.8381272919428642,0.8200939219212134
0.901181326465294,0.25548849821994635,0.5998240507555801,0.495050615328711
0.1377072360343438,0.08224210473111887,0.4385058971310395,0.46318906737583354
0.551425773163128,0.00010580833708586423,3.3671718843875826e-13,0.5882282600443439
0.41688466880198505,0.0009925307823916308,0.28602197025167597,0.23952759380185895
0.06684689166369658,0.9614685173645651,0.05570390068111992,0.05805095615714422
0.6192254813959055,0.36726629660903465,0.6153170471637759,0.5945990333187924
0.5675078971015758,0.12307840030670739,0.1521413288361535,0.1634029885444841
0.46713650086304803,0.40245690397197487,0.00032047205525305867,0.23261110966389442
0.7767521391237191,0.0410926956430163,0.9425020971624858,0.7712376148632527
0.03867610992530384,9.786006728506613e-11,0.4375909313193689,0.4548181850327925
0.6288610453691075,0.18849281732060774,0.6056211476393292,0.6084212019058951
0.5854871145049334,0.013288848367172245,0.877295757193534,0.9135093580865106
0.10764217910468536,0.18361413566825768,0.8645630683330718,0.8848569821025587
0.24394036761181837,0.44322113989579703,0.25288256370548,0.22945427671003138
0.6004873190740714,0.0007715033441507712,0.18353762496018877,5.283408960061515e-16
0.9822240298857555,6.3198960641004475e-06,0.06129936337455772,0.06179426996748018
0.32974897460438757,0.004211327765385664,0.18219576626716893,0.19251189837164195
0.9144019943368779,0.3890199358519443,1.6773429812637374e-10,0.3429457919342409
0.1431345318286147,0.030876855734437804,0.6210230367859478,0.4784633765270635
0.18264802156989185,0.21580580692882967,0.7393297136117556,0.15722161188875322
0.5303558238557611,0.39406624026427284,0.034912017189885236,0.032326942065786395
0.9256101939995528,5.972277532630241e-17,0.11475636074395434,0.061834430709699226
0.9373186996861335,0.09186944427454782,2.317800308421512e-21,0.629697510029497
0.2585550043840834,1.5860100784861902e-17,1.8202992565886545e-21,2.1453918870701057e-06
0.6475566224748097,0.0012724332122337066,0.31852602841593036,0.5806180043439242
0.9437640734605492,0.0724983107129825,0.31160677313768304,0.30788926540990547
0.8331020138383647,0.41746224388352793,0.006898242261491377,0.06231523681030479
0.1392517551418094,1.6413959050247363e-10,0.988632122234099,0.9273929360828604
0.8005714533612649,0.00927701863008772,0.4036015417873414,0.40592837926094105
0.9125434806336005,0.6960246459348451,0.42615844056656915,0.43906919275847467
0.3514584956000133,0.5783996450594968,1.0770771538062674e-11,0.2551353141163585
0.10126063072137194,0.7154534063220533,0.07053674948841009,0.07080583220455426
0.09992344084340701,1.4309434139403246e-09,7.885944632752977e-17,0.5112988418693346
0.581260836109654,0.0003189321393618679,0.6082019598028949,0.6636786958379636
0.5821241226116433,0.018009661358175225,0.17968637100806173,0.4397093760645088
0.5821376792516133,0.12468811994855691,1.06120208838923e-13,0.32575971452767605
0.9899826157197664,0.14694509085558569,0.3887270041439075,0.3903442096712183
0.23535026685195223,0.0010384799496412547,0.7455427419381604,0.7590321585130568
0.12091603385311904,0.010597229542008384,4.934672407564057e-16,0.8067985737878169
0.31802103737911547,0.9682005136186183,0.19948813065750348,0.18426097000965203
0.6542525158901729,1.1379058691858667e-06,1.981378726317644e-14,0.8496261469808283
0.459336843230314,0.19857123366489915,3.6534592849260473e-10,0.4253673085155024
0.8705440272437479,0.0011456755357791455,0.26273224726696853,0.24932861024533404
0.5434193764984525,0.14062568531500605,0.5789586240099294,0.5755097682023882
0.4865120214795474,0.15596429667128459,0.823879666051038,0.8110150300289821
0.2556071632026933,7.369742879238268e-06,1.460721055747939e-15,0.2230745201306351
0.7886322864598798,0.19748902840553628,0.8097834553074015,0.8365185850132879
0.8185852171405601,0.0015769190584605857,0.6070197733638962,0.5078741962136736
0.44336817624845115,0.18410660129843992,0.8513145300440538,0.8447298823917848
