P_value_shallow,P_value_dnn1,P_value_dnn2
0.1777743814699242 0.3987037305519717,1.0 0.7227569096931745,0.2497637094928296 1.0
0.6205653732133527 1.1974622278195385e-15,1.0 1.2048399247724584e-08,1.0 3.755376565794935e-09
0.5344401269178372 1.88540952417312e-06,1.0 0.042473909847761684,1.0 1.0405185462400741e-05
0.4922228616284969 1.4041195682831722e-08,8.888693387546503e-11 5.878639737136379e-10,0.20540414660313372 2.0068547165782216e-07
0.10005371893574413 6.441671759465377e-08,1.0 0.10142801177699506,1.0 0.18234382149051148
1.0 1.0,1.0 0.10706594423003975,1.0 0.560775635053613
0.047319857164549686 5.947431246965102e-11,0.034163695006089886 2.8938960832693284e-09,1.0 1.0
0.5610858294573613 4.525858403249772e-05,0.2286774278581215 6.171732997444826e-10,1.0 7.758061830815892e-10
0.670525125890951 5.830068808487496e-07,0.1943989751328134 0.002618196605821488,1.0 1.0
1.0 1.7953603350235288e-05,0.8861255783691361 1.0,1.0 0.8577640472538672
1.0 1.0,0.5734440665948326 1.0,0.30801334340214026 1.0
0.028136059075494345 0.5327955066544945,1.0 1.0,0.11644248428505785 0.5403452931314925
0.005845494882832003 1.1413271217151843e-11,0.1687731088226018 3.2152105995793826e-11,0.632839379675885 9.141367051562716e-12
0.7130888836909186 6.532647424977807e-07,0.7121771954179683 6.584275249425105e-10,1.0 9.296011619609857e-14
0.0005286351805054398 1.0334255297492685e-06,0.05809327559009621 6.164301250825901e-09,1.0 0.684519280768665
1.0 0.43018660199035585,0.20873165590679116 5.103201998586413e-06,0.2270083729034944 0.009171617463919266
0.46414342800037234 0.785493343406161,1.6907806530966892e-15 1.0,0.5501086604576095 0.0020406542665917134
1.0 1.0,1.0 1.0,1.0 0.0001514764647323109
1.0 6.074897661909931e-10,0.9122578374332624 1.0,1.0 1.0
0.4269955353503874 0.004721320966236532,1.0 0.25156302586955825,0.10163272137793404 0.010224901799502827
0.655432587484387 1.0,1.0 0.49512751399029703,0.10225795596251323 0.0001228863346344924
0.06077449027108291 0.6003663583604677,1.0 0.9631762230667432,0.968287134920021 4.636574770607568e-06
1.0 7.524893553425861e-06,0.044361901631383 0.8279319161262866,1.0 0.1482411718959006
0.5776859528158221 0.29565564614147033,0.40865683635799815 4.193770293413717e-09,1.0 0.2670459541501899
1.0 0.0005812636340701194,1.0 1.1924893380191405e-09,0.14326280775990877 0.003031545613045582
1.0 0.017003726235925706,0.6222564640880343 0.213712653478141,1.0 0.6312135410268558
1.0 0.07751665381033762,1.0 0.027740624065505683,1.0 0.18118198975162653
1.0 1.0,0.3223641432345107 1.0,0.7429601992328987 0.016516616677347773
1.0 1.0,1.0 0.4773922022463704,1.0 0.984814236212001
1.0 2.0892417030827964e-05,0.0010614174432484749 6.6939672231853655e-06,0.4490905730588125 0.8000414906313524
1.0 1.1713390342875243e-06,0.5690871590878893 1.0,0.13070413889693602 0.32072056420617306
0.27422459942546157 0.0006716050199355202,1.0 7.33541502646286e-05,1.0 6.309278316058063e-05
1.0 0.7252588500067618,1.0 1.0,1.0 0.2602012707711135
1.0 0.0017155634084774969,1.0 0.7145258614463029,1.0 7.756518487234562e-07
1.0 1.0,1.0 1.0,0.0010894403210645557 0.1675615054935627
1.0 4.0811391136762945e-10,1.0 0.5389669420659109,1.0 0.012947834092839653
0.18575927053158547 6.05412584568012e-11,0.8443583581017773 1.7977215718008012e-09,1.0 3.220833548690921e-05
0.03313108316893059 1.0131057034185178e-06,1.0 1.0,1.0 0.1885780795578546
1.0 0.006238785637240618,1.0 0.11770483466984662,1.0 0.0014089373306312156
0.6210056502035729 0.04070070500887835,1.0 8.448467544471717e-09,1.221582465506782e-05 1.7235954987570818e-12
1.0 9.612089461859873e-05,1.0 0.8773289136130031,3.596701114041564e-11 1.6073756558701186e-10
1.0 0.218038664938465,1.0 0.00010664743943702703,1.0 6.988292277719651e-11
1.0 0.46771632349767245,1.0 0.24248142021907632,1.0 0.6299092068108455
0.689036109712209 0.20983887814379037,1.0 1.0,0.04825064383946295 1.0
0.9840579924382161 1.260520909409292e-07,1.0 4.9766312071520885e-05,0.42204520505733073 0.9909213364741973
0.014155908510100904 1.31783670428967e-10,1.0 2.8032207853573807e-09,1.0 0.011764663127796098
1.0 1.0,0.9544061541706795 7.66165720817948e-12,1.0 0.0002107446143622731
1.0 1.0,0.0014765556088167384 0.9512487799977629,1.0 1.0
1.0 0.7383355776405323,0.483791402789105 0.001391265467373025,0.001580397523955163 0.580785304458771
0.7047107737547922 3.1282479145597744e-11,1.0 1.0,0.704004293150525 3.9651912659007894e-05
0.8717263182571079 1.0,0.4493228117925389 0.005114584251021178,1.0 1.0
0.9998253425058427 0.004080072125546726,1.0 0.004214468065646423,1.0 0.5079456980612298
1.0 1.0,1.0 0.00010312475963118167,0.07486196879558148 1.3467948118531102e-07
1.0 1.0,1.0 0.016290666645893025,1.0 1.0
0.30840774036632507 1.0,0.09715821180251248 0.003723976452660621,1.0 1.0
1.0 1.0,0.48017487982927354 0.0016197601446023078,1.0 3.060535734764472e-08
0.7453414446037858 1.0,1.0 0.7126642448103724,0.7258502144304281 1.0
1.0 0.47774638500967725,4.827205205088163e-06 1.5445585726113656e-10,0.7615580996164889 1.0
1.0 0.9505069506559469,1.0 7.429356998247456e-06,1.0 0.020301755348425158
1.0 1.3545517551514954e-06,1.0 5.846652439113284e-06,1.0 1.07637466241566e-05
0.41733896727114184 0.0006557162848222545,1.0 7.776468205127807e-06,1.0 0.23753558902861077
0.5347863179403913 1.0,1.0 0.1411050285304424,1.0 0.22585080774831556
1.0 1.4910804013538395e-06,1.0 0.04244968931410358,0.6091066089618284 1.0
1.0 7.351959773937921e-09,1.0 0.07967726696087518,1.0 3.5841093393299426e-05
1.0 1.0,1.0 0.0004164248764465335,0.0056024784081649065 0.1342589845919901
1.0 0.15441267823824864,1.0 8.829885033568967e-06,0.017247099496726898 0.07656473108418732
1.0 0.47082332687970696,1.0 0.0025610148888650748,0.371044484044567 4.186491332120339e-06
1.0304389032019446e-06 1.9679099912692085e-07,0.0018724236104723977 6.603792590544437e-08,0.7786711712363019 0.027431270024326118
1.0 4.0822669936826524e-05,1.0 1.0,1.0 0.6238052702935768
1.0 2.8785987245486218e-05,1.0 1.0,0.23352154404431189 1.0
0.24327172871960046 6.164057441663709e-05,1.0 3.513426032329838e-10,1.0 0.0015250456855271685
1.0 0.0005799364368792227,0.4494491343603665 0.29026254899814397,1.0 0.01958474132613135
1.0 1.0,0.756594442874722 5.6839570942860554e-06,1.0 0.1502384732490149
0.17068313773839103 0.1911854989836524,1.0 0.00027595381880732897,1.0 2.1781899053161414e-06
0.16878781322779507 0.001542245324242496,1.0 0.013787851174234186,1.0 4.786900885298187e-05
1.0 0.05547590947271717,1.0 0.12344912739004335,1.0 0.49090485378227783
1.0 2.2525501915633944e-09,1.0 0.892312861293163,1.0 0.0003698960858154409
0.557849380334024 4.593181074270295e-07,1.0 0.017424664371578167,0.003985035762123972 1.911648505129863e-08
0.9584739246695692 0.0033877264513956567,1.0 9.810483958236845e-05,1.0 0.9026876316284023
0.17042210212417733 3.423337263069365e-07,0.9132897250062901 0.0007113675866212752,1.0 0.4494643460281156
1.0 0.5958809234752321,0.0362232296559267 2.2565477328350607e-05,0.16013474159007302 0.06663151073235797
1.0 1.0,1.0 0.007340971667965902,0.4910306137095296 0.031040142397242766
1.0 1.0,0.9235816703922171 0.010904929633201414,1.0 0.8441613557033683
1.0 1.0,1.0 0.027300594503864753,1.0 3.999153615640325e-09
1.0 0.01084107039848172,1.0 0.18497188654854463,1.0 0.00014809108261770466
1.0 0.143296289438393,1.0 0.7928174450286356,1.0 1.0
1.0 0.877149874193586,0.010167284526884812 0.17205307020082206,0.013514291138649069 1.0
0.7881256546919835 0.05598195837838514,1.0 1.2091549545612613e-10,0.8188890609403887 0.05114923560707043
0.9820338629011709 0.27932620233090755,0.28568581518139197 0.002176762516247174,0.6457607165941803 0.7993273106796692
1.0 3.791453213858379e-08,1.0 0.25608024543904506,1.0 1.6756757176358942e-07
1.0 0.10646650868001054,0.9676424148227717 0.04061205827911749,1.0 0.026228510606907916
1.0 1.0,0.29223422503948876 1.2871928631066131e-17,1.0 2.1090458878597543e-06
1.0 0.7585265548064984,1.0 0.0004509500668269606,1.0 1.6371684117459095e-06
0.03934134115382989 0.19653380172000107,0.38924044929566237 0.07425533515591502,1.0 0.20027942704933593
1.0 2.1855437738859622e-05,0.25269156531758974 0.00014374918129692542,1.0 1.0
1.0 0.5610586257004555,0.005352635818092201 0.00197843150408715,0.1911302634153451 0.23754257505287227
1.0 1.2690221338400094e-05,0.9787734842567957 0.00019986335822565494,1.0 1.0
1.0 0.5482630180971477,1.0 0.5962362323417141,0.3746830971807643 0.005503991245760689
1.0 1.0169768204149605e-10,1.0 0.1538083617398337,0.7482899616999179 5.365487318861124e-08
1.0 1.0,1.0 3.903345269844849e-05,0.001408269123911552 1.0
1.0 0.000748218661756309,1.0 0.09482242816087671,1.0 0.005421044384271295
1.0 0.21656199681223565,1.0 0.010682395069799299,0.8318424686999479 2.7520474138980116e-06
1.0 0.03087694527802727,1.0 2.649166786481102e-05,1.0 0.00011732037151238324
1.0 0.0008979665194180386,1.0592547413794365e-07 0.0836569478861976,1.0 1.0
0.003295036651577474 1.8069272510225162e-09,1.0 9.974178885524918e-09,0.9273112043054469 1.541319470312899e-06
0.5921387986254496 2.5701634991378025e-08,1.0 1.0,1.0 1.0
0.0019286148255472442 0.2584611809499118,1.0 0.09771235320237437,1.0 5.634823230254753e-05
0.26939788210492865 0.013060755484700839,1.0 1.0,0.4061981761367926 3.0871022210616275e-06
1.0 0.24572821486738622,0.16767758901211668 6.064604950177839e-06,1.0 0.5227076841312688
1.0 1.0,0.023149593578444566 0.4780310801526265,1.0 0.36499965525933925
0.28910004199552586 6.44693411417259e-05,0.0996722008013094 4.842906971658162e-05,0.407555391500418 1.8332746768659748e-07
1.0 1.0,0.10065995144537121 0.6884979308551277,0.9552907963845296 2.550701007929152e-05
0.8208027963711229 0.5675649145245115,0.7622627609455253 0.49107254351587126,0.6819963080021341 1.343377149177385e-05
0.9720288862146488 2.3592259720335033e-08,0.325046926017845 1.169010336605704e-06,1.0 2.7949526029165906e-07
0.1392234638691822 0.7847162334938955,1.0 1.0,1.0 1.0
0.05783843824817534 2.857175627898563e-07,0.8021567165903428 0.3945384108150328,0.16878602331133957 7.168375376391994e-07
0.5677770540979856 0.0006029481815225486,1.0 0.007059190579313838,0.7881128254840263 1.5783155010618796e-07
1.5165146460286115e-06 0.03340258507255364,1.0 2.975330731306217e-05,1.0 0.0011581437046162186
1.0 1.0,0.0317279102579445 0.0419439115101281,1.0 0.020068967591715135
0.2407012636408541 1.0,1.0 3.715615430105435e-07,1.0 0.8937092172917024
1.0 0.1351569457827491,0.17929305264277948 0.00794721768319246,1.0 0.008075402625342717
1.0 1.0,1.0 0.582618170456662,1.0 6.879472435383437e-05
1.0 0.000542049462046198,0.763145057942534 5.342579431919397e-11,0.00027466069393406833 1.5413814261582979e-10
0.35909238819901906 5.72601091030052e-07,1.0 0.07196959087616692,1.0 0.0015966101457813057
1.0 0.04397134230943853,1.0 2.106747454575062e-06,0.7264222593106104 1.3253714777660176e-05
0.22416323065969254 4.1147586059336465e-10,0.5574503945548677 0.001340135521242655,0.3977983437519956 0.41453674047618727
0.7328434250122073 0.10876718021895378,1.0 0.01165917906398865,1.0 0.008189815453671907
0.3587195624087134 0.2165005895664543,1.0 0.01051064692824721,0.92664527367681 1.0
1.0 0.5414832488588738,1.0 7.596681838427957e-09,1.0 1.406610089101555e-08
0.5148685197111518 0.03998583094452945,0.0027581450871925935 2.439923304777188e-08,0.6812575821644554 4.477566418894064e-08
1.0 1.2657999603005735e-05,1.0 0.5542718141229128,0.0004807923016782542 0.7787386992186481
1.0 0.8736271839858227,1.0 0.00696489098040109,0.31897130204636537 6.47484889461525e-05
1.0 0.06968900775530795,1.0 0.050488892194855736,0.013696536742299679 0.019175454813500338
1.0 0.49975792141990316,0.2913024200982995 1.0,1.0 1.0
1.0 1.0,0.20123374415162026 1.0,1.0 1.0
1.0 2.760389000934626e-06,0.29954223911314365 1.9797365119543839e-10,1.0 1.7425884335646233e-10
1.0 0.4414177080206645,0.003281402030957479 1.4207207213648517e-09,1.0 0.03285890769926194
1.0 0.21863855178428174,1.0 3.850897474663968e-05,0.002051437716619843 0.0001869370783272062
1.0 1.457780862254804e-05,1.0 2.8212614990937394e-07,0.2135220398621782 8.998201131713977e-07
0.08269138603461192 0.5535287940443219,0.5804539596295097 0.002565362847688108,0.7890793846829216 0.00038544175924521757
1.0 1.0,0.14676348471626185 0.0002761733977957401,1.0 0.0004500731071922102
1.0 0.9659638488664085,1.0 0.0021794039902895542,1.0 0.0032804363527915987
0.6293463710686106 0.5173417319835182,0.029144491382435793 0.09942973862714394,0.026283623836422375 0.000937307309524879
0.9518727437264076 3.4576266483952877e-06,0.0002324505523515113 0.0007201371113169306,0.08925301561444476 7.754582733145804e-09
0.7595350076162112 0.3531981982944718,1.0 0.0008993580590339655,1.0 1.0
0.003181088412502155 1.782199716220479e-08,8.693648748237723e-06 6.818927826060028e-07,0.8325698264071189 1.2209830876122818e-06
1.0 0.52070117469355,0.02213416580356922 1.7436018235154095e-06,0.5310726366348506 0.7988873400457859
1.0 0.1419009481300758,0.7282838425553525 0.33466014840513303,0.2503771238242645 0.00038903608210759014
0.2822887876436795 0.17881232056837898,0.004451907547429813 1.3428423117172952e-08,0.8196681261742833 0.0024861694958032508
1.0 0.6097249937865186,0.9286511802108234 0.00017558948352377763,1.0 0.056544253320577165
0.2462971791579066 0.16272233075029205,0.8690208010267909 1.4031811208721334e-05,0.36016365678063716 5.627955818503953e-08
0.3994691678714362 0.14816146069741068,0.4786515395387201 0.0002211744795538256,1.0 1.0
0.30031887059238244 4.210997794317827e-05,0.00015472797740840975 7.224316263925312e-07,0.39669671727709943 0.0018294969027722674
1.0 0.7878040029742808,0.356605399461247 0.05145188393004261,0.25528501603056847 1.2890100421989935e-07
1.0 1.0,1.0 0.00020615823716057253,1.0 0.8658569189371774
1.0 0.3076981139315518,0.649646971674109 1.9292021223693797e-07,1.0 5.000278540732372e-06
1.0 0.00014124124898053694,1.0 0.7792620621318387,1.0 8.559029464624403e-07
0.6898156286595838 0.00033278401889929996,1.0 3.559343427576439e-05,0.6893978126095593 0.0007026870051606527
1.0 0.0004284340820460077,1.0 0.0016190332531986886,0.10128250051339441 0.004027144379547213
0.029894801612771037 0.04015847906680309,1.0 0.7963956228490785,0.10544840633329963 4.274547811118913e-06
1.0 0.0004280891729016836,1.0 7.187985303476764e-07,0.5686351520499116 0.03225415259183551
0.16216256811360377 0.06663726256254279,1.0 1.0,0.5748588319703611 3.35094328792427e-05
0.36740780411786395 0.00016099766473634395,0.2262677641090897 0.041587303666690605,0.39713343529336304 9.649893327260051e-08
1.0 1.0,1.0 2.1862926380087858e-06,0.007338920541469087 1.0958186310888189e-07
1.0 0.42805406163046344,0.5264341199262527 1.0,0.5740463136665757 0.0006932176098817699
1.1502982207994841e-05 1.4275166797850587e-06,1.0 0.003743760251894687,1.0 0.28050590028481964
0.3374900015306743 1.0,1.0 1.0,1.0 1.0
1.0 0.32353193044092066,1.0 0.4571689953184215,0.29988303684137285 0.8883013200912114
1.0 1.0,1.0 1.0,0.11178434584760605 0.6633508030675713
1.0 0.7729696993081776,0.02740252202487262 0.2745988084830041,0.6485249272891995 0.297454878948917
1.0 0.5449994080354077,1.0 0.0017876878828248185,0.5275504929587629 0.25652841133523835
1.0 1.0,0.05538123098779548 0.06875679358373113,0.00010370326488723882 0.01686127120652676
0.40057950977544277 8.429834008445736e-09,0.21648940034082484 0.6440676554715559,0.810971934815014 0.6582292432081316
1.0 1.4726282449199892e-08,1.0 0.13699247640904622,1.0 3.829511807059236e-08
1.0 0.8430430687854031,1.0 0.0502985269761505,1.0 0.15783407306750877
1.0 1.0,1.0 0.0008119585543781365,1.0 1.0
1.0 2.522932085800773e-06,1.0 0.09107380741624818,1.0 0.0041883996070259406
0.007736035079814212 2.625002141408909e-05,1.0 0.0007478202163502433,1.0 1.741781171328626e-08
1.0 0.00015218752599806425,0.9443469661097825 0.05522693245426138,1.0 1.0
1.0 0.9711488081420603,0.7832429446075511 0.3349959767592727,1.0 0.8093933097665904
1.0 0.01117163203249066,0.904103017888066 0.0036236861486956774,1.0 1.0
0.09460753282409377 1.0,0.4384859467400934 0.07137389980029907,0.6142659194948525 1.0
1.0 1.0,1.0 0.3623475799209354,0.02962693965597949 0.07005139219170024
1.0 8.355854259946968e-06,0.13895684913422804 0.368863855248741,0.4253599161092277 1.0
1.0 0.4822554968072267,0.23341607568864192 0.22035745423742215,1.0 0.5018427227110913
0.9509320448532185 0.0021714706182691303,1.0 0.0017374632491006987,0.4045926859230683 7.369255606547975e-05
1.0 0.06295233473731525,0.9790348429423251 0.0002167200648928059,1.0 1.0
1.0 0.012826226930115637,1.0 1.0,3.412480879924791e-05 0.002428003478419817
0.15108010971719663 7.672547681668949e-05,0.09137520769876416 0.02793289248536467,1.0 0.5486781966810905
0.9821583296109728 0.00010249539483500477,1.0 0.10597530767714056,1.0 2.6859193028802063e-10
1.0 0.017029677565776,1.1179277407426496e-07 7.644674003759493e-12,1.0 0.017482029584193783
1.0 1.0,1.0 0.07087919692241723,0.5320294971872641 0.0019893615983983624
1.0 0.9792190709711017,1.0 1.0,1.0 2.1112682533514475e-08
0.8381088791066612 0.1051088618050688,1.0 0.6674546273644901,1.0 0.017384032214537312
1.0 0.0013359095441097548,0.7290391438907196 0.0072935576606030315,1.0 0.00024005528413368314
1.0 0.06266994545016369,0.6736751855404949 0.18418465632281955,0.08390014487196618 0.036693625065133476
0.7830899976800545 0.8425577967153208,1.0 1.0,1.0 0.02900263622113214
0.05616716442323544 1.0,0.00932025627426823 6.789547099548967e-07,1.0 0.0010271585679732173
0.034049668769781924 0.20973237673400677,1.6640346305008654e-07 2.7309321713958456e-08,0.3301871662048335 1.440422501623465e-10
7.549815502551794e-06 1.4438975816184311e-06,0.12191193534637995 0.0003346940977711286,1.0 0.023606722023801485
1.0 1.0,0.5346476576706513 0.6275694645238614,0.6786842362261133 0.05216003945357853
1.0 0.0009131737208134241,1.0 0.24838069431619486,0.5468317799467282 0.017873593221772295
1.0 0.9728086382998432,1.0 0.0001381968361461571,0.04916713004481731 0.2973868823165619
0.37635016029003626 0.0004385594916178669,1.0 0.004077620986003417,0.9152960673552104 1.1172111985371974e-06
1.0 3.0415573332376178e-12,1.0 0.29214345380043455,0.5461486620435752 0.0020875223469750855
1.0 0.038356311519317135,0.35709569293701393 8.10219298536907e-06,1.0 0.028056202978795505
1.0 0.2856622559837276,1.0 0.6114409627947824,1.0 0.011118711362137356
1.0 0.48275916362532745,0.0340784578731471 1.254188271113598e-07,1.0 6.461880313701297e-09
1.0 2.881640110925799e-06,0.0003890377147201066 0.001168247246599636,0.14412302603176919 1.6999036687733303e-06
0.5828001950362616 1.0,1.0 0.5491761056485507,1.0 0.03931343304341312
0.7510013836542907 0.5179645121036371,1.0 2.5986787057372478e-08,1.0 1.1333627394668181e-06
1.0 0.9763379350298415,1.0 0.28405672688634215,1.0 9.764170441882957e-08
1.5097589462474144e-10 1.2610963682627576e-09,1.0 0.0025094762328129244,0.0396609040553174 5.664196924370331e-07
1.0 6.009735732143998e-12,1.0 0.8234756665580701,1.0 1.5040809918414443e-13
0.7706094771830824 1.0,0.0034933311000396416 0.8098195522152312,0.3315784222004298 3.866026571801073e-15
0.06139651988971265 0.6971061647599002,0.06145003826955739 0.5235394823013193,0.03547215044068176 5.0504868010862084e-05
1.0 0.0007864380130903393,1.0 0.6105097704663542,0.7506008408802307 0.07934572059829922
0.8802659880242696 1.0,0.8579909767812489 0.020415334599258823,0.36290544967471433 2.9148990821016496e-12
0.003170284117846527 8.968985457327995e-06,1.0 0.5607987931993064,1.0 1.5424127178209936e-07
0.0029668668879469346 0.9027758121912149,0.5796387106648601 0.8946477682072995,0.6041974701670682 1.0090023529305625e-05
1.0 0.00013490217273982315,0.9922949627989179 1.8247944578722948e-06,0.532569631929181 0.008693615600566038
1.0 1.0,1.3012084203835558e-05 0.000756610578704386,0.31410396863600987 1.5797381886904777e-07
1.0 9.206292062633725e-08,1.0 0.0036524080151798155,0.8067515325447403 0.0005913101546106212
0.8522580082687623 0.42834301261992325,0.37151802372863313 0.9769232030073576,0.15614576385257775 0.20738838418014366
0.9388555726862582 0.7971762489737213,0.10052703967000717 0.05815087096778372,0.1096321444970208 0.20633363544024838
3.886507105271596e-06 0.012121052618946044,1.0 2.622605419936799e-05,6.553869945359874e-07 4.468126604024284e-08
0.00453265579687416 7.582144702521876e-09,1.0 1.0,0.001975691094406755 1.5031096592076746e-08
1.0 1.0,0.0961164462934403 0.39165987336338604,0.22549127046879483 2.44275582408596e-10
0.6611091169857922 0.34894982211200654,0.42897451265403097 0.673510189287998,0.37474419312601454 0.010622461102540962
0.23739061882696927 0.0002296703803174937,0.3270719748174957 1.1583855091135703e-12,0.00652218224112086 0.3446826324529234
1.0 9.719898028212227e-09,1.0 0.834788150725772,1.0 2.9638727719587928e-05
0.03341671829331625 5.315423828180314e-06,1.0 2.32009981846047e-14,1.0 0.006292964606005237
0.021886831159278614 1.0,0.10043412459314545 0.05262877752690067,0.7727500807204478 0.009753797927130877
1.0 0.24511758009237683,1.0 2.5964406452357238e-09,1.0 0.036800672557395
0.890322391251653 4.288082225940658e-05,0.004466196042134915 0.165147871651063,0.7837240451111132 1.9534802470834043e-08
0.054992861488449105 3.444400886626611e-07,1.0 6.337034013411866e-09,1.0 1.0153905516766708e-07
1.294746607569621e-05 1.0947365573105462e-09,1.0 1.2760363348667364e-06,0.8722946450587934 1.0
1.0 0.07957036051237464,4.2549384628989136e-05 0.0010011354427577179,0.900366928296765 5.930251260321076e-09
1.0 0.09827197212908695,0.8921928409376769 0.0004919716797264715,1.0 3.0027367697699073e-05
1.0 0.28208469714994094,0.6128589780596021 9.853380439484393e-07,0.09128342257542615 0.015536953886986442
1.0 1.0,0.8124500189925253 4.8174787277544897e-05,1.0 0.020929017495754015
1.0 5.692335659727976e-07,1.0 5.366685117629523e-06,1.0 9.816346343565651e-11
0.34737012765741565 2.6731796932991676e-05,1.0 3.91736748289614e-08,0.3868084620281467 2.5068234133691484e-05
7.638141809055458e-05 0.3766503871018041,0.5154984511510481 0.2722122983952222,1.0 0.9065191228400955
0.2048981377796265 0.4868647758855769,1.0 2.548221602223713e-10,1.0 4.113968212096016e-07
0.5197373259455734 0.001600856840712686,1.0 0.005390421768968964,1.0 5.691087193844107e-08
0.6225142640726458 0.19818506286291618,0.0009195337855906771 0.003799317874530739,0.1977856068977569 0.30661654984606795
1.0 0.8169213085823532,1.0 0.06948904200995383,1.0 0.01203349482004099
1.0 5.932601474325644e-06,2.1278692308070122e-10 5.8690613913638495e-08,0.4213620070712743 0.8693479225359979
0.4746679754757324 1.0,0.8323320743317293 0.00146822475123096,0.739501936194798 1.0
1.0 0.25991492843110064,1.0 6.344502922359856e-07,1.0 8.384278949178517e-09
1.0 4.072033123718362e-08,0.9016952462200798 7.274587251827441e-06,0.5166793862685926 0.7005907017050721
1.0 0.06248786529608759,0.005396833633060534 0.055707650605102736,0.13521628539312328 9.817947302746799e-06
0.05994102580683291 0.9434097688790286,0.054182274111184696 8.799746736276874e-05,0.2007229190415879 1.6729379461815925e-11
0.2566072228976212 1.0583262404826365e-09,0.8830482575072076 0.22156602010190438,1.0 0.32193055367813106
0.08345074059214781 0.00010921998371015648,0.27253342563443245 0.0004398373002637171,1.0 0.06222184099597822
0.009630589158232034 0.5093458523734196,1.0 0.0003413558679272469,0.6276904740717097 0.15548790063960452
1.0 0.016541556207511084,1.0 2.5607893111657838e-05,0.23138050568893637 0.00014307817652904023
0.7628945687686164 0.00371543862926487,0.5818348315080607 0.003940735294919646,1.0 0.22926647517505386
1.0 0.019431728444856838,0.07318248779942886 1.1593552589228058e-08,0.0017246766686826792 1.5372852847018975e-09
0.042011677990719205 0.043002845495445356,0.6188501482189561 1.76771392048065e-12,0.5250292175718976 0.0031384087487293785
0.30019465249597865 0.010915366187807885,0.07747517094781202 0.0015896163726261954,0.599947521935575 4.224204073997006e-07
1.0 1.0,1.0 2.1869066223154612e-08,1.0 2.214536700836308e-06
0.07960677724292842 0.008851331109856891,3.173249530959006e-06 0.5222988224602624,0.0011563727767532133 0.5918371303706369
1.0 0.8839646174402205,0.1641828342360664 5.861287536978516e-15,0.17845434514698147 4.187496091875981e-08
1.0 4.704004660238992e-10,0.49233824389633934 1.8933697044336988e-10,0.9852816629968055 3.4408881403393094e-14
1.0 0.0016727845538499551,0.5247642812324353 0.20100517786311556,0.21571722752962963 0.00012424565362787197
0.5952063442351706 0.00012418450993656344,1.0 0.6049182089284426,0.7360165031671588 0.4178669513108015
0.6300110514789465 8.372271741598404e-06,0.3239058876455336 0.0005160964143915679,0.7483741463159639 0.00015194933488974803
1.0 0.2762991860555175,1.0 1.2188207805234984e-07,1.0 4.533403133509839e-05
0.7748374242793907 1.0,0.015319936926894071 0.051612860142040876,0.0007643744650165886 4.7702878787877815e-08
2.7481009102108725e-05 0.0005581250340442611,0.0006337562931536877 3.096752549023857e-11,0.0016912309250852189 0.2517432880735443
0.593698261756179 0.9804073303102384,0.9313864700771486 9.05212512200747e-06,0.07334277331540313 0.3357789724026663
0.11200163362514495 0.0006696692989822014,0.5925620108324487 1.189720197816796e-08,0.1072050195173351 1.171784692567366e-08
1.0 0.001242294781044359,1.0 3.778976094203385e-05,0.7004560597987276 0.016859066648622623
0.28220802775635523 5.184643207248586e-10,0.013880251238846415 1.2664558926048303e-08,0.00774587228682477 0.31965517166805324
0.6453906042367672 0.00036192263297447186,0.0074916807072830105 2.928898270834341e-07,0.09610863524637536 0.00569112778556941
0.000906763913873391 3.362731652120917e-06,0.6936915085948903 3.689100780693672e-07,0.3382877479212983 0.005010350698625535
1.0 2.7363650738568495e-05,0.18196607403870477 1.0,0.036535843453200226 1.0
1.0 1.0,0.3228871240336721 0.005595934996835135,0.6622763808753849 0.2285391106144618
1.0 0.240582309458233,0.6573654617919098 3.460937537642396e-06,0.19591536765502998 0.02098539968724523
1.0 0.6357026970389961,0.04997505677719982 6.171293530366558e-06,0.6134798944783226 0.007679674548341375
0.9973719973412001 1.0,0.09768671743264642 0.2054985697472572,0.04090812772163884 0.038882464049922814
0.054243835909613264 1.7639513429871387e-05,1.0 1.6950495999799724e-10,8.017575399145176e-13 0.40145052565797806
0.843165884366563 1.3026853300849698e-05,1.0 0.9682400763237605,1.0 0.038251092507899424
0.1011696967293217 6.200510805153756e-07,0.06681616183072296 0.06722432801086699,1.0 1.0
0.6647862046713218 0.00018087261057292124,0.7082706427315894 0.006755629504097227,0.3796528615186958 0.024442809657489996
1.0 2.3346377841081323e-12,0.45861763771545694 2.654877952108723e-06,0.27921749358013254 0.024017595806270144
1.0 2.573842563945092e-14,1.0 2.6373038909316625e-10,1.0 5.633118535598969e-06
0.4104475469716961 1.0,0.47166117298846866 1.0,1.0 2.791389849242885e-07
0.42164983763293684 4.465088726799124e-10,1.0 5.75889706467715e-09,0.03305602288632739 7.488344458083937e-10
1.0 1.0,0.45065387129685275 0.2655964490090633,0.18755299638584827 0.08021290892318429
1.0 1.1968593390569252e-07,0.9459066485364521 1.0,0.10745758391457827 1.0
1.0 4.94636081531318e-05,1.0 0.5163876924210854,0.3348404524124364 0.0019411318156759552
0.18110543043398197 2.337848175675103e-10,1.0 0.7362274862991217,1.0 0.44414858178833644
1.0 1.0,1.0 0.02902942882525411,0.3212321555789145 1.336663393940486e-13
