P_value_shallow,P_value_dnn1,P_value_dnn2
0.9379329950241986 0.39860825586400833,0.888493027077908 0.87418025413596,0.6174250577712261 0.8874006287666425
0.14288427326424344 0.22624081541673824,0.43500560514441117 0.28225407062435914,1.0 0.007518970992601161
0.9520678502256616 1.0,1.0 0.36003385366220453,0.6681538677478626 1.0
0.8708277617809224 0.06772369206388257,1.0 1.0,0.5503118112242671 0.15332196565855383
1.0 1.0,0.42642962841183796 0.8971754565268963,0.005444101391179068 0.7812448985450481
0.4738170840631819 0.00041127022671075513,1.0 1.0,1.0 0.27943056227401325
0.7393843419378041 0.8623903436449324,0.6522566955054252 0.0068559297974849324,0.9199270110626909 1.0
1.0 0.2706543490452579,1.0 1.0,0.7477671204824886 1.0
1.0 0.2609834316078598,0.8926168829929609 0.8490971447794158,0.25789560130283457 0.0831497386682144
0.06433645196893853 1.0,0.00992764902995941 0.7505149379839857,0.6523797252627979 0.09493511975235128
0.10977011945886946 0.4306575737849021,1.0 0.0685401839283988,1.0 1.0
0.007872181235200212 0.5042974407561305,0.02449354907986833 1.0,0.6172252433004013 0.8150884858121
1.0 1.0,0.05119117323115427 0.08132596702965202,0.5937434538990565 0.5545753261391855
0.04042844919529073 0.1783557025779024,0.1826816786349209 0.8441716138106106,1.0 1.0
0.690242517378934 1.0,0.41711508544422504 0.28817380340246085,1.0 0.7730799229324254
0.6147983470787692 0.26207530692999986,0.48977716707670643 0.21748964672410825,0.4646612918796492 0.08615789646628065
0.1032500657872443 1.0,1.0 0.5874304800796505,0.689006884068184 0.5281030541244335
0.638716124024858 0.804447389478546,0.06345896885272803 0.15768744871203058,1.0 0.2970572474849198
1.0 0.4987549611868975,0.05576305448311762 0.15739581108066436,0.23935054864926913 0.3720817230334984
1.0 1.0,0.23575146411685927 0.9850317212425704,1.0 0.1756219892286367
0.6095568847761821 0.7465393327361398,0.2859816280818783 1.0,0.05637509633564004 1.0
0.017974148438230548 0.6498897236364904,0.9679731149109643 0.16863843296905842,1.0 0.6405839522322747
0.8417852566875154 0.0034898843119570743,1.0 1.0,1.0 1.0
1.0 0.8920940297224706,0.9044434122331229 7.993374443851755e-05,0.5830021830301706 1.0
0.048883826592284726 0.2404179493386544,1.0 1.0,0.005726337440274129 0.35650928610946175
1.0 0.009189783274366127,1.0 1.0,1.0 0.598562572781022
1.0 1.0,0.021949695331316202 0.6815374222574715,0.007161037971926179 0.019592298336100773
0.8456580861421568 0.5162427807628226,0.04374750181852235 0.5495421005000066,0.5291591531245978 0.6753474339256533
1.0 0.21473712486435548,0.04415971701284585 0.26743441987751604,0.06351910770938668 0.9660844829351175
0.7657289542328556 1.0,1.0 0.059297467376711065,1.0 0.5515927766285005
0.6265687636656956 0.025347637254206336,0.4238356979447425 0.8791362067564844,1.0 1.0
0.7355294283485067 0.3693336109267018,0.037710667517516554 0.08337862612625856,1.0 0.544952163539318
0.22781098078165846 1.0,0.10992244561210614 0.0399639665197323,0.07838179424031498 0.47465071353578064
1.0 1.0,1.0 1.0,1.0 0.1753686920126022
0.8635106719107063 1.0,0.0207606168543899 0.10725605216268172,0.2067766115283386 0.1255005964052789
0.5175410902436464 0.040360214462577926,1.0 1.0,0.21797107897248286 0.9143029716526865
1.0 1.0,1.0 1.0,1.0 1.0
0.7504566675566007 1.0,0.8160104290845727 0.017560939162982063,1.0 0.8573894544835378
1.0 0.266532465758777,0.1441889161809399 0.07305415350456367,0.7291452304647861 0.7369898950675136
0.34187633363287007 0.5314512255393011,0.3296685929752421 1.0,0.7946393512497409 0.6631600026231794
1.0 0.7582181604012143,0.9642529559824256 0.463481310269952,0.1838302171891719 0.0013213032909001584
1.0 0.0027579854843815376,0.5049470183186285 1.0,1.0 0.023177891322926525
1.0 0.5611885526406041,1.0 0.45409092645350246,1.0 1.0
0.07889531849880296 0.15400213374575536,0.1009202356140842 1.0,0.8502795136746398 0.26806124653742813
1.0 0.00042959281148514326,0.0003421237963377002 1.0,1.0 0.25599133248495026
1.0 0.5438903980875056,1.0 0.9510505508901463,0.6903637343687714 1.0
0.7924933575011753 0.142965328691189,1.0 1.0,0.7528800673331086 0.030796338190194696
0.669259641677428 0.2878725749755363,1.0 0.5292384315645893,0.9379564787531522 0.575812141542964
0.9264673519227498 0.6455505739822744,0.9276197577642706 1.0,0.6399265010460307 0.31942164188002775
0.7536276793611121 0.6291353254475989,0.9611166189567253 0.3196316854005319,0.38925241894211987 0.03779823032665637
1.0 1.0,1.0 0.266504242942017,1.0 1.0
1.0 1.0,1.0 0.36215131505264503,1.0 0.8873007937018655
0.9473992671033682 0.0005179656879181113,0.9610720134283802 0.3398597742657823,0.16508969134960577 0.38905647648859454
1.0 1.0,0.2146342528232279 1.0,0.9598610999626725 1.0
1.0 0.7766395504880986,0.15199906494302098 0.24595573919338992,0.025215447238325847 0.30144623768598666
0.631213616955837 0.8435137755464259,0.5270679342469842 0.28054852133016434,1.0 0.5395312540962816
0.7401276119426365 0.10145612091472203,0.0020460947285552266 2.7630540585866654e-05,0.9816830879291563 0.33356437045607235
1.0 0.7541819400934806,1.0 1.0,0.6799707715371262 0.550778350952962
0.9453365988204774 0.3661373007726356,0.8492209705600597 0.9572593684076998,1.0 0.18169303416713725
0.43818311044982927 0.020060374699606483,0.14005350086663537 1.0,1.0 0.2863334627594635
0.6647265958267575 0.463312804258203,1.0 0.033528464462375514,0.02118635947148821 0.6034603101031548
0.05171992428722075 1.0,1.0 1.0,1.0 1.0
0.3606903342305932 0.4695913335915692,1.0 0.36872449802220036,0.6407955155761897 0.40042493573054144
1.0 0.8777525499635146,0.004214860600200029 1.0,1.0 0.02539649275471134
1.0 1.0,0.4524488704651077 0.22752111302578917,1.0 1.0
1.0 1.0,1.0 0.7543507538264036,1.0 1.0
0.4784916024640092 0.7646287019864066,1.0 1.0,1.0 1.0
0.09053824499795995 1.0,0.05853460533864737 1.0,0.5495475447933098 0.1030458355605123
0.6618516986950413 0.7586235915346848,0.00025621018447154296 1.0,0.27223844557611787 1.0
0.7603886417455508 1.0,0.5749347922839787 0.9603444443595244,1.0 0.8990471988374846
0.6460727800771109 0.0805729004328537,0.8789459868969105 1.0,1.0 0.4021631086968157
0.032094384384243 1.0,0.05578239729274846 0.10330785356658317,0.14273307920398365 0.000386993416454692
0.3128549999391066 0.22193248078852235,1.0 1.0,0.06485873683726823 0.06302098970606962
0.14185143472389847 0.0778782213920045,1.0 0.41180925975015376,0.004064136361732568 1.0
0.29673581777394825 0.0662547467876139,0.32765246315356783 0.009886302929946286,0.6698800867188828 0.0016413668000779308
0.2474953704120025 0.39464825711979135,0.05088071762521808 0.1736368314334259,0.7803538152669482 0.6895906834816254
1.0 0.429594532475918,0.8402312022870059 0.8268039373820322,0.679258750759094 0.42012394041224815
0.44067751093913005 0.5544447581472303,0.7872805836044436 0.08590451440235133,0.34942990334712687 1.0
0.4508063110353238 0.4864474714876514,1.0 0.540044981079372,0.56244511224612 1.0
0.7845553792943798 1.0,0.7964569116307698 0.0009604183530625473,0.17968783421643728 0.7031583526703837
0.6468167962003788 0.00913957031429102,0.02658012366407138 0.15472605114252438,1.0 1.0
1.0 1.0,0.07227777156609083 0.22987161168715095,1.0 0.3268274046568706
0.28037926869348145 0.8589849876964093,0.009724699314424474 0.8693745273293417,1.0 0.657014119431109
1.0 0.9642988573812379,1.0 1.0,0.19430145005422902 0.9922153014100713
1.0 0.175851938238513,1.0 0.5669419388165726,0.052909295865655126 1.0
0.11400570973496615 0.3821124118875703,0.23940324073064362 0.5124080376113589,0.34335963386304547 0.5282067197730926
1.0 0.01571131466612287,0.6441740940120917 0.01815735457494178,0.4136196973284305 1.0
0.9252489452299927 0.3840095708708525,0.1971397615137196 0.18470001333544814,0.8158274373835342 0.5103378516033172
1.0 0.23196289023386665,0.12999449152820686 1.0,1.0 1.0
0.010877608898989831 1.0,1.0 1.0,0.5112665812120412 0.22993093649198854
0.5225165558347107 0.9740212648993957,0.18368906905582175 0.7304844062039908,1.0 1.0
1.0 0.3957254106836165,0.9221958000287687 1.0,1.0 0.9710797382924361
1.0 0.04638071349649023,0.01901664691515253 0.930249272536052,1.0 0.0016549547426207433
0.935252999911834 0.08325224337698234,0.8206900367434881 1.0,0.004785057821838801 0.47412579046801745
0.03428607716541491 0.11383505797642976,1.0 1.0,0.7335975190762843 0.47812536886502466
1.0 0.09095003209055613,0.15141447691810525 0.13309790343680863,0.03435813398165621 0.5617218420668009
0.09313933027166063 0.06693224975445353,0.12925799606488922 0.7713318057153575,1.0 0.3656257943704491
0.3064225118789157 1.0,0.04229996800115213 1.0,0.07603064254385308 0.7643596364332444
1.0 0.29188296365548005,0.04107996042340655 0.5095360344931062,0.649571474565988 0.0464582190300052
0.9618316695125767 0.6248485559204973,1.0 1.0,0.001259730572153963 0.024889858813856653
0.9571223129025381 0.0726732832521354,0.10742255226138592 0.6446000497826194,1.0 0.5643845481545516
0.1893745187096742 0.9117465894429453,0.14065054879574734 0.6205309280434499,1.0 0.969143042575105
1.0 0.3846291504847613,1.0 1.0,0.0004298990539300752 0.11709538964869334
0.021327243712277424 1.0,0.000735281084337295 1.0,0.11194488327394651 0.06319422758017164
0.5255660361805488 0.35807867544207755,1.0 1.0,1.0 0.9150742122013538
0.7547711031135065 0.9962490207534537,0.8561012837135008 0.5688902686339272,0.7918672121428676 0.6286820535305686
0.25294798546917696 0.8166923116398078,0.27058211859976655 0.0764558451481924,0.23655079266995244 0.888752713128837
0.374932154758934 1.0,0.7928098377751122 0.002738144591982129,0.5194758871594131 1.0
0.5056141872674165 1.0,1.0 1.0,1.0 1.0
1.0 0.9221829378498949,0.33759047951083776 0.002250649281998472,1.0 1.0
0.3698913081353461 0.4999232412579304,0.4575174128011592 0.8345869630672064,0.022492373486303608 0.9687992844119306
0.42331021723615914 0.013508387123148446,0.34210341417994306 1.0,0.668301803130826 0.062459707755761124
1.0 0.931402840171401,0.5369687593678759 0.31182833065775073,0.021927975278670943 0.2975382260946084
0.018997603841488908 0.0006848369501105838,0.0669602703743234 1.0,1.0 0.8704660753286206
0.24712177540852126 0.7095350266289969,1.0 0.8860751164788072,0.00044185905645038583 1.0
0.5069834484951704 1.0,0.29197319600600113 0.11295757985421245,1.0 1.0
0.3631668373732698 0.7922411541762395,0.042410157147990166 1.0,0.4309861174450757 0.5674367829301163
0.2885760772372191 0.49158100414388456,0.036001460425729014 1.0,1.0 1.0
0.2200345814970008 0.08527491861698215,0.8040896275243793 1.0,1.0 1.0
1.0 0.7923128634566357,1.0 0.8376321209504329,1.0 0.309470553654387
1.0 0.038609427045526244,0.8412842860878638 0.7211466616700395,0.4799784511572882 0.5631704660856998
1.0 1.0,1.0 0.000514225675953634,1.0 0.5068901895693256
0.5493459316801019 0.4151735653587656,1.0 0.7364274293251754,0.008515445027995954 1.0
0.48292210335180247 0.5602495935488974,0.30385525731152563 0.47591822329683925,0.48320734806977705 0.009278058629314991
0.7935753391083894 0.041439992488100014,0.23739044342454302 1.0,1.0 1.0
0.11296304412490693 1.0,1.0 0.0915594756691875,0.7075611854489343 0.1495621365452932
0.010147216951882417 0.9260759215217816,0.8916949257117744 0.8666897565318208,1.0 0.26736405634611676
0.03359545623142822 0.0844358275329316,0.5920033104922102 0.013497600998001577,1.0 0.9963535792504181
0.3648353732681849 0.20385032274216086,1.0 1.0,0.15944222274133452 0.07923917636110007
0.4971627894933441 0.0073104917467078645,0.3623778181602887 0.5264735214436647,0.9025396085330708 0.347942858625366
1.0 1.0,0.9762664971847184 1.0,0.33993581468277867 0.37826559250308317
0.8445298789851396 0.7032868742581413,0.24741581507421645 0.34832785066052674,0.1175904977636589 0.13453912984889305
1.0 0.04858237066354776,0.27700250917081926 0.9630542031141134,1.0 0.30344197221968056
0.23430909108564096 1.0,0.059410769272148146 0.15001762881886258,0.6784291094993302 0.009420119776909524
1.0 0.25483544367200417,0.5272795514421047 0.3474264132879622,0.49755241785538823 0.06299811624142385
0.33040886982199263 0.7523367886874806,1.0 0.1962509257815019,1.0 0.04693107762816034
0.43732360909469586 0.042080883809607506,0.5229469696009303 0.04132025554111163,0.2213114171307684 0.06600709024648904
0.11995077755377302 0.8442940659338678,0.6514475222249692 0.13455980082715158,0.4263623868647564 0.26177464806125084
0.9828996452489781 1.0,1.0 1.0,1.0 0.1546799392744515
1.0 1.0,0.26315254926538995 0.46801530470416525,0.8682456286074567 0.0010314830916719447
0.21089194537407002 0.40663038703058896,0.013408431097576763 0.0588348332641996,0.7736161741014675 0.6850501894903986
0.3753108641077987 1.0,0.690123994074989 0.15627614255195305,1.0 1.0
0.11968168789302694 0.2233944120208431,0.3426082647012343 0.8530833211385926,0.4777935579130418 0.20629392582814438
0.17786142228393703 0.008270122358176545,0.5487806565200255 1.0,1.0 1.0
0.09573922805131195 0.5826989328733911,0.48979069805856706 0.09408207141217766,0.2635792973883896 0.5814642562033251
0.6951546863053626 0.6858074177954085,1.0 0.3070792787103545,0.17062108382582825 0.7290543706062286
0.4921240377302194 0.49007410942046103,1.0 1.0,0.5123907872380746 0.6441603442165753
1.0 1.0,0.774965239975743 1.0,0.8137543816092704 0.4885743499739599
1.0 0.7965549052551342,1.0 1.0,0.3258371730328943 0.4390949866935075
0.08866874973605009 0.0015608921013419651,1.0 0.8348087983243367,1.0 1.0
0.9445608620323469 0.3637838699685036,1.0 0.3343825914605538,0.01754408215368241 0.23931451490454692
0.029172280969399673 0.34194911603076467,0.7285291562129554 1.0,0.7228464145650241 1.0
0.31182313171690357 1.0,1.0 1.0,1.0 0.7225572883587901
1.0 1.0,0.17776082690855127 1.0,1.0 0.7307038249266096
0.10630699375386377 0.4317888657828497,1.0 0.007176341856962769,0.19218394307902414 1.0
0.004809979959495777 1.0,0.01289108422147332 1.0,0.2959875587897184 0.29364491425417116
1.0 0.12201441451877107,1.0 0.9064323857391202,1.0 0.5632704740631578
0.020461438410607116 1.0,1.0 1.0,0.6918999996737385 1.0
0.0019836331186197094 1.0,0.07075165811496725 0.05874771490989987,0.7513713775852924 0.9304514340881453
0.3389133973355994 0.2747876036222692,0.22879608945034943 1.0,0.7627645474694948 0.8762913680425988
0.42900291909374744 0.5061032090094628,0.9648164423419179 0.0333589281798832,0.9321013945386145 0.8523533309909006
0.2816094742950228 0.4856701474323527,1.0 1.0,1.0 0.01887737913927738
0.6858832702446811 1.0,0.18177487268660486 0.14834720697713888,0.17473588107377813 0.482791970695298
1.0 0.01837875472581771,1.0 1.0,0.25218751799193156 1.0
0.5871103231202828 0.8572693402322792,0.004458352991906623 1.0,1.0 1.0
0.8985546016416557 1.0,1.0 1.0,1.0 0.6910072695172151
0.9646641069841453 0.907504571143087,0.34083509255678857 0.26452507007251347,0.05094006588758314 0.8777580816837336
1.0 0.16157543786668727,0.4964778876612081 0.06271661033635248,0.3032108893745604 0.0011520535138643427
0.06878130596365928 0.08619410894493619,1.0 0.05625023022536493,0.20545582204950463 0.39640362256314443
0.10141084097896699 0.7576988845443926,0.16286062740501245 0.5595319131974241,0.22410193367485726 0.13699496806534006
0.12221067025175265 0.017023177113575864,0.7683861474333172 0.295802937180972,0.9896457377113426 0.31672309009500577
1.0 0.49968058245628266,0.6960513898159202 0.20246323625622464,0.8308486028536246 0.15831300354529243
1.0 0.14243106388418003,0.623709730022707 0.6320310511036611,0.6954618469103575 0.25721616706630235
0.522164584329732 1.0,0.5609850404976843 0.04275206616950452,0.030055623356965523 0.6605529096558029
1.0 0.00835031810142857,0.5397447636569613 0.18278912703120812,0.8214633163608684 1.0
0.14248947266105283 0.2204336838779004,0.48974408988028256 1.0,1.0 0.3958651864191076
1.0 0.2842720953842977,0.959225818690729 0.8618759310156754,0.5381029453260202 0.7420617856224148
0.7524004436696436 1.0,1.0 1.0,0.013540348910306718 0.07296811507035557
1.0 1.0,1.0 1.0,0.6562687109591809 1.0
0.7482566535915253 0.21223587886840614,1.0 0.8177694760279876,0.23383085113275096 0.24608985301225583
0.4383608506638418 0.12215566185709074,0.017369518051904995 1.0,0.30467708713058744 0.9414884772135044
0.7017291644421826 0.04871650760845675,0.015044466298068404 1.0,1.0 1.0
0.12657970896427959 0.016299349027839787,1.0 0.20000344550326743,1.0 0.10432207423440523
0.9983655051551081 0.09029348450288695,0.6437598258990581 0.2185372085505337,0.48361743961530174 0.6290567933515718
1.0 0.0021856755770974616,0.03984559167737267 0.3918733363272985,0.22260909866396764 0.011699360071903336
0.950498155791184 1.0,0.6332912016803098 0.5444754651369756,0.03836407240953875 1.0
0.7057221526645012 0.0009578875085629892,0.032760246137629886 0.27616019689673604,1.0 1.0
1.0 0.016325560944221197,0.4866918349625664 0.550506756720466,0.7373427295970123 0.25640007082203253
0.4368290503689366 0.24854217775502152,0.6389699874876869 1.0,0.2628122839666509 1.0
0.1955680424165539 0.4415971609655396,0.34758354480823467 0.5778076855369011,0.6647196268748676 1.0
0.7766378262622569 0.19480190240735473,0.7101910395590807 0.6020191246713622,0.05852965622724998 0.7581120746599552
1.0 0.9680326138056154,1.0 0.25536167635898804,0.20363723587422938 0.3235082887230611
0.029083764486062133 0.06023085635930747,0.20455199939303986 0.037211873070200005,1.0 0.14219580768473616
1.0 1.0,0.003964348577196562 0.14812468529795556,1.0 0.2721533761823332
1.0 1.0,0.07785563821817476 0.16543326854056079,0.8447880971000659 0.0341358384719703
0.023796561011373007 1.0,1.0 1.0,1.0 1.0
0.02071141269275669 1.0,0.2350902770592936 0.18206346287598624,0.9925065834772915 0.3193793108282247
1.0 1.0,0.8715093546075152 0.014429337344083007,1.0 0.49308991256029444
0.9321293844553935 0.5727264171405343,1.0 0.9722887190558933,1.0 1.0
0.5495529852976054 0.0342447911534108,0.02104150493155311 1.0,0.8531068699330966 0.28575522471480413
1.0 0.9243424215004749,0.26652199871141463 0.18089669836799369,0.004178039730882034 1.0
0.7255427640872594 0.3219389990597561,0.5494391233851287 0.852804461965595,0.1533043409948735 1.0
0.009808042907421474 1.0,1.0 0.13774579184486518,1.0 1.0
0.5883205074870825 1.0,1.0 0.7320879828584661,0.48345350378039503 1.0
1.0 0.0036428101575939585,0.26848314373017124 1.0,0.06045526587066742 0.15885022656569225
0.19403220789605888 1.0,0.1888780088776521 0.8305803773427263,0.2262838221987824 1.0
1.0 1.0,1.0 1.0,0.4892878113633243 0.6018332910284923
0.9870320795814789 0.06064584500079079,1.0 0.2522066779277115,0.24597297296165346 0.6513307889720406
0.4076487764905335 0.8377855775228271,1.0 0.3286534333773269,0.8178548838994887 0.22761066330660104
0.06427159588750317 0.41078511298026626,1.0 1.0,1.0 0.039554892471162485
1.0 1.0,0.8461982443227127 0.9583465470759397,0.32390350862514206 1.0
0.4596113891001553 1.0,1.0 1.0,1.0 1.0
1.0 0.5610418328593136,0.4464066668488366 0.7858723800482044,0.8902035660071197 0.3266198187890902
0.34942197547656584 1.0,0.1942417698648794 0.03590441640162784,0.31788466806390225 0.6369479102711371
0.05401795262450598 1.0,1.0 0.23354368834553427,0.6017662945270978 0.8622327659595712
1.0 1.0,0.812077633281618 1.0,1.0 0.06126256035039862
0.029699012777455937 1.0,0.012361872404782665 1.0,0.49970891106104065 0.7878012458748468
0.964971110933101 0.8782435547423766,0.9595316997107902 0.5372751330934562,0.13315616933030266 0.6638974568614517
0.4545332363717913 1.0,1.0 1.0,1.0 0.7948464562617907
1.0 0.0003077513143947978,1.0 0.050121125124859535,0.029999620278143166 0.04675705332866089
1.0 1.0,0.47807091105655264 0.48991988572875783,1.0 1.0
1.0 0.17579798405512537,1.0 1.0,1.0 0.28080968828176306
0.8134317978365302 1.0,0.9970781219408094 1.0,1.0 1.0
1.0 0.01955700498448343,0.5114263965686995 0.08376690757028388,0.6383158593420581 1.0
0.9587187604648303 0.011024051154163392,0.01225607375550183 0.16576446271071965,1.0 1.0
0.02961070633370389 0.2521625849532607,1.0 0.7428200637193993,1.0 0.28004857560203206
0.37698291397469935 0.15322981122546472,1.0 0.22874377535393994,1.0 1.0
1.0 0.7529345925993494,1.0 0.7425859945529004,0.5251029532587701 0.25321745032508536
0.16315486775959692 0.3258098833870457,0.08659961089510029 1.0,0.738444862074247 0.47460658690113405
1.0 0.48384614684693256,0.20200509778540116 0.2640023986571358,0.8300879683434894 1.0
0.3854486829220996 0.052495225698743105,0.5498990798852972 0.002380724075397326,1.0 0.0518600948382265
0.1065768478452726 0.8700111680422614,0.9047989601413262 0.08691241000226271,1.0 0.15852430617354127
0.6339250391784697 0.9847352943061052,1.0 0.7246263542090742,0.6267902307094049 0.25647650904802843
1.0 1.0,1.0 1.0,1.0 1.0
0.3204022210556066 0.29469136302365856,0.7677891468576029 0.10354249995552833,0.4917201204216839 0.12218431140405117
1.0 1.0,0.23877635677854103 1.0,1.0 1.0
0.7302275861085112 0.8147152426644485,1.0 0.32574771615385606,1.0 0.04639668029810728
0.7155153565139005 1.0,0.009428286655203878 0.25491885198184033,0.2667806335039091 0.49364110442850334
1.0 1.0,0.34065517106507825 0.9343803035618901,0.5823123823951049 0.6012769884030987
0.21477243707429278 0.9147216430046317,0.23737011432468744 0.10896993623754067,1.0 0.5229525993703099
1.0 0.04586893598972987,0.8211780873490131 1.0,1.0 0.7013490887382372
0.8331671509853787 0.005069001079504929,0.7496865134961052 0.3056349827327446,1.0 0.49170042926761376
0.6184422026214895 1.0,0.20422117423891206 0.4626042394155048,1.0 1.0
0.6555793206727502 0.09124341729932266,0.8720788717709302 0.16484530612976728,1.0 0.07181318688129569
0.21749894288028626 0.36128136885757317,1.0 1.0,0.19949551973738955 0.33935557848592995
1.0 1.0,1.0 1.0,1.0 1.0
0.7396928251635047 1.0,0.9730952404555788 0.3015245100357446,0.9755841180910382 1.0
0.4157963755199837 0.12800141909687243,0.4220502447333734 0.1998500176258507,0.1816568099132167 0.16797247672818272
0.503128885638539 0.08121059044473543,0.49906857331198456 1.0,0.08492048599745379 0.2544737093556459
1.0 0.9720133187623738,0.8592661783912213 0.7316041383123387,0.6158440474287662 1.0
0.020478381725763665 0.9261382207001678,1.0 0.7795474000750997,1.0 0.33903168222765934
0.7109404173350041 0.5241353115857958,1.0 1.0,1.0 1.0
1.0 1.0,0.7086980736359205 1.0,0.8154700227886418 0.5480418028707166
1.0 0.09813853428202698,1.0 1.0,0.0343480362282619 0.29047586057468533
0.8060428823462706 0.3742286769853593,1.0 0.22502809921462846,0.28163984399380676 1.0
0.22990201687192435 0.3399213293672063,0.29832429751108946 0.028678461842640758,1.0 0.022033808910680786
0.0553811829991933 0.32287195534101865,0.7194823382919763 0.8287420651121752,1.0 1.0
0.7536575514874484 0.2913627297656278,1.0 0.10085885482038207,0.21100641654158922 0.02971026730856851
0.5283165123553484 1.0,1.0 0.3440204356442669,0.0903265257638837 0.29151976869646334
1.0 0.7204634760204729,1.0 1.0,0.012737048556185744 1.0
0.5502189444631174 0.02522596537083519,1.0 0.7830343418048978,1.0 0.12750969977298568
0.04447612824358543 0.31229729152128977,0.417170290624246 0.874579742694343,0.26502735281065126 0.010142387706238388
1.0 0.5683159283408467,0.2824102527196007 1.0,1.0 0.5014756044497278
0.828568837983178 0.6095693154229,0.8707068184655404 0.9571973689002851,0.6490263933963379 0.8997815004077423
1.0 1.0,1.0 0.2775938642525005,0.010831208926514756 0.7703954005300484
1.0 1.0,0.07361976171363843 0.05178523219520998,1.0 0.2572685096424635
0.0057735318212751505 0.9473341685971421,0.9232997260520159 0.6461657815944833,0.010480291597093343 1.0
0.7170666850689141 0.9474468154019873,1.0 0.2936687931086137,0.5355654586556298 0.24774078158311594
0.8077568410696707 0.8474980232984779,0.11166660437222375 0.5446812187466323,0.9167175969546517 0.002435928046814425
1.0 1.0,1.0 0.07909413621458149,0.05705496482750361 0.038212508295636397
0.000906225885854993 0.6380902687678107,0.7799724661273144 1.0,0.6574364447653414 0.8113694029237203
1.0 1.0,1.0 1.0,0.7453503979545602 0.9475877240114563
1.0 1.0,0.5036538135215397 0.8375500740342664,1.0 0.5897723209494019
0.9544891364662625 0.6523302884260789,1.0 0.0018883928325468704,0.4121060757402913 0.002405911951159946
0.017462176488677837 1.0,0.3212967960300529 1.0,0.4444214367537653 0.26570497338929194
1.0 0.832505780773817,0.17606433771292662 1.0,1.0 0.7066937009749535
0.1121534426123034 0.7469037583891006,0.0010146469222045633 0.3652035273018821,0.3151453432789983 0.15856357745977215
0.08565725387997791 0.8006010692780516,0.8693816198674518 0.2792170154310837,0.8272038841062657 0.3590689812959468
1.0 0.3567864541868967,1.0 0.2171726196925497,0.4085739289477489 0.21130650369389148
1.0 1.0,1.0 0.014930525860738295,0.12927945674383728 0.0005497237139004092
1.0 0.3846780285474937,1.0 0.7660221956128286,0.41505812647490625 0.35132220271415115
1.0 1.0,1.0 1.0,1.0 1.0
1.0 0.061263373714940374,1.0 1.0,0.24750769164121217 0.2589453903486545
0.21595605448178223 1.0,0.14766446075456496 0.0005143597130391581,1.0 0.9129738517923106
1.0 0.9787694597700132,0.35198121067148047 1.0,0.2174783442936979 1.0
1.0 0.7112171865893271,0.15547656839841892 0.48771865719564916,1.0 0.4979037403075285
1.0 0.002443114011059756,0.4211116830314607 0.0006517739601017608,0.30207826666029497 7.96965747351074e-05
1.0 0.6633428104320017,0.4502917906174005 0.10068918468783893,1.0 0.10573361048897163
1.0 1.0,0.5604291554636018 0.1795586637923638,1.0 0.46361952059792816
0.9427925849065438 1.0,1.0 1.0,0.9199500915391216 0.6397206671282492
1.0 0.06277629968706397,1.0 0.41338130045635224,0.8426263004752814 0.1468365715176628
0.955842717053558 1.0,1.0 1.0,1.0 1.0
1.0 0.8361971924719438,0.2576972719815118 1.0,0.19649647115455257 1.0
0.5493292621322594 0.5032951398272125,0.895559128646473 0.003237563525428177,1.0 1.0
1.0 1.0,0.12370516054921518 1.0,0.0037063392190404515 1.0
1.0 0.1663298369302169,0.49204090716089827 0.0005153393037102155,1.0 0.19338978911555676
0.4244006800002595 0.4680661869746729,1.0 0.0011169973330475969,0.935860229493656 0.00023886642421713257
1.0 0.733385552698621,1.0 1.0,0.16755981036760273 0.06445935695474463
1.0 1.0,1.0 1.0,0.14044091904930406 0.06348701616183346
1.0 0.8828070229005022,0.40016457693092755 0.0005030365506481832,0.15233339719195266 0.8432750005057648
1.0 0.12961801001963813,1.0 1.0,0.5393202635191282 0.5736127240460644
1.0 1.0,1.0 1.0,1.0 0.8936863443552825
1.0 0.8312664629939241,1.0 0.12088894911400863,1.0 0.9362640827822452
0.35498395078760764 1.0,0.6002183381018356 0.048244404823802677,0.08261343953128711 0.6199142741160892
1.0 0.17925979251490087,1.0 0.4291120893206271,0.8187440287520271 0.4813677546608158
1.0 0.7766974461810681,0.2914001988992696 1.0,0.9023520117410329 0.60757580113958
1.0 0.7159385906574915,1.0 0.9331090234585306,0.4911055925980832 0.408494072519989
0.7330336896946248 0.41539546723782844,0.3643495829870122 0.31636239616863404,1.0 0.039273071104369964
0.22776271128410752 0.7443751360396218,0.08881640824972273 0.009903721668215527,1.0 0.01880700527555908
1.0 0.13307722204215788,0.18083383203894954 0.7816896082562573,0.06322936440251664 0.3484277538581547
1.0 1.0,1.0 0.9166071690915507,0.8566360226015812 0.8667580219601092
0.9576045702358209 0.6615580975456932,1.0 0.299726668725982,0.9272256631150652 0.14222896643772456
1.0 0.6311970456643188,0.20885360253518276 0.4412222648697809,1.0 1.0
1.0 0.5982016445321077,0.2619356496170067 1.0,0.8274364251770024 0.18748394351687564
1.0 0.4731047529976017,0.4713433230156776 0.026430413892134737,0.8018924455075354 0.45505437948962846
1.0 0.37861021823297086,1.0 0.10952523257852464,1.0 0.756941108900458
0.7984111924456866 0.27276019743761476,0.25298888798948127 0.426625954414914,0.0010749412198990747 0.17997413470406942
0.11272664315280584 0.11751423746072617,0.7881511144389383 0.7853518611263013,0.7812985347035604 0.9575080890817056
