P_value_shallow,P_value_dnn1,P_value_dnn2
0.9368648553128078 0.2360797388831323,0.3660085677623959 0.07896021183929752,0.6534314660702016 0.004561453593949259
1.0 0.02436504854844271,1.372878317790231e-05 0.2581903115196434,0.09589721944153742 0.09688875925296836
1.0 1.0,0.8712031508557705 0.14698021980142947,0.7690969780057728 0.0035569989391266007
1.0 0.006227443974348381,0.09399577211910229 0.0014780672752654324,1.0 0.43106004400934256
0.7321543467871907 0.016909181013595266,0.5777413737996779 0.010266023805774734,0.0016752092965089992 0.029771353677644094
0.1242982310949858 0.23331059080096844,1.0 0.325007343572009,0.2849337024138351 0.11172301846150567
1.0 0.5126068556225092,0.5846335533362201 0.00885599103510909,0.23336377076852793 0.24604535594838445
1.0 1.0,0.27588464430690635 0.011011278049739254,1.0 3.496449888761743e-06
0.2455089392936729 0.9406255472117986,0.03453194707362492 0.03134540852139309,1.0 0.14803745904250354
0.0002933825082943218 1.0,0.3568888928409803 0.4147160990397997,1.0 0.11517848399921413
0.23647431262497587 0.10405275521802046,0.9865165958200458 0.10899699601680507,0.35179394733636177 0.6073553971419794
0.6812533677858025 0.6647695615716933,1.0 0.058667030136970374,0.09923230489926341 0.15279173806767585
0.4370505245228495 1.0882071087248513e-07,0.8413421859998037 2.2888442578063364e-07,0.9680029912356043 0.00021943512606125798
1.0 1.0,1.0 0.38400692496807615,0.31896667052630673 0.1313563302298693
1.0 0.10578429796774608,1.0 0.032801797520545226,1.0 0.001669321851482177
1.0 0.00011655699541568854,0.23003912713561547 2.8710692143625604e-06,0.9873658160453962 0.6287741889068149
0.2761015960994342 0.277001530432509,0.03859268588348489 1.0,0.03085952461943714 1.0
0.7497161701907947 4.968446047710394e-07,0.13350738825457314 0.0010420410882759092,1.0 0.0016274058483201695
0.3680814236040408 0.30913628149565775,0.5045814596875294 0.00014032280308941714,1.0 2.20898942504934e-05
0.9346334616803667 0.00036367065714379616,1.0 6.771076651124243e-06,1.0 0.018975226920385273
0.5453788762828125 0.004330914047647071,1.0 0.01563448445926932,0.944457190662835 0.38731660348147784
0.5391639046924563 0.028341982887824343,0.5499957403762796 0.006529652222670825,0.10915908485846719 0.09742339622341077
0.5665872913016976 0.00747143159140728,0.015237693157624712 0.0024253960286482724,0.9964152967198228 1.0
0.6415690458202004 0.00020351618614622104,1.0 1.0,0.0435541867162859 1.0
1.0 0.007326799143794631,0.6456727305975637 0.00030681875880626884,0.005516000958187051 0.1807245396359214
1.0 0.11515852150585904,1.0 0.0257958726581244,1.0 0.0025213924938308156
0.911573697581446 1.0,1.0 1.0,1.0 1.0
0.4986101028339228 0.004467971555373541,1.0 0.02166704012818117,1.0 0.42750762819846444
1.0 8.378824194305599e-07,0.6694858076749224 2.6346463517045165e-07,1.0 0.20436007258437047
0.2222867168472782 0.1397760600361434,0.9652395330014467 1.0,0.04608209017476464 0.2892020702864664
0.15550026781757703 0.0588639713079209,0.1488579685209975 0.0009683961674274697,1.0 0.35602936614037867
0.2883027374616494 0.06555613246323416,0.6668330329043255 0.007327761541541054,0.8237098371403471 0.1884386212330182
0.44054108444854034 5.843305587424764e-05,1.0 0.24881851590874948,0.0372311606743856 0.5538427321007245
0.2902905922334944 0.0006873850199737,0.007137149302767721 0.04983488538657009,0.11806569435779254 0.46276030230733073
0.057257076802215486 0.9714893564747354,0.47439812095843353 0.0013631203382987304,0.4194235433931168 0.1587603485303688
0.6783649250377551 0.4854662493126999,1.0 1.0,0.6361762109489791 1.0
0.3317907562086003 0.10779484755658189,1.0 0.02455385268356007,1.0 0.0013075573278835218
1.0 1.0,1.0 1.0,1.0 0.6898894143465983
0.9364007278828494 0.2681069449101414,1.0 1.0,1.0 0.9978291554246002
0.017908240889567096 0.012400632450331475,2.7547272155843003e-05 0.0010480915655969526,1.0 1.0
1.0 0.3283143113230896,0.6530858762070495 0.21089139224954975,1.0 0.5921264644325405
0.07076439618238453 1.0,0.4951984316455328 0.03196932132413428,1.0 0.0030255693932680176
0.7760175647439508 0.24604290048009075,1.0 0.016456712940378385,1.0 0.006614197361483905
0.20821867979315356 1.0,1.0 1.0,0.7685849688756404 1.0
0.44939855006558393 0.6496099124136416,0.8519377537691157 0.870703516532767,1.0 0.11358495818914949
0.2744405637558174 0.32656400268835517,1.241151354740555e-06 0.5443281005393252,0.6400577787933299 0.06927916624284336
0.07259521016164 1.0,1.0 0.0003646926681624873,0.19034569401374085 0.40287132353610744
0.03406636797754798 0.6352555885014957,0.15449501536526578 0.7882493199877736,1.0 0.004231174161920116
0.007511609491562898 1.0,0.6153247503924343 1.0,1.0 0.5465632607982417
0.25584780118230965 0.5510723297821692,0.6222330001633019 0.2615402340355156,7.908781592928521e-08 0.25238343323120205
0.5423131821985812 1.0,0.03649344455385729 1.0,0.3116787055831653 0.23667129904939918
1.0 0.0021367432665181955,0.7622843656455414 0.8002187791931745,1.0 0.07628926382777787
0.4755605664885109 0.2748007838630162,0.8842927010818125 0.002963773169725654,1.0 0.519297401591894
1.0 0.21929245895212543,1.0 0.1330482085438151,0.2992261009458753 0.03112940498017433
0.23287663063394054 0.0012702293068613387,0.7966203419573603 0.15577379738226482,1.0 3.634478936072675e-05
1.0 1.0,1.0 0.002506444965582484,0.17980814935598693 0.01433591121140151
1.0 0.4728405955293225,1.0 0.5464565852544857,0.0033354178433940493 0.004998535218959515
0.590613804994645 0.39241220810707783,1.0 0.02775349555547034,1.0 0.011211156500639117
1.0 1.0,0.9139307347178114 4.7660898372366233e-07,0.011708570308475724 0.34643991413077035
0.6213480684881887 0.3773321798611487,0.15325470017189996 0.884207371144661,0.00026152593191042825 3.1564873870570344e-06
0.018154211573039473 0.5514115037895833,0.14511795928469345 0.9150185759353311,1.0 0.344489909654966
0.1783599093652026 0.09259530619287927,0.1991003772569826 0.627700994060463,0.45168050076064153 1.0
1.0 3.4577080087438943e-05,1.0 1.0,1.0 0.09630560828484216
0.5211635414411604 0.4891316311881788,0.06750737644890484 0.3056655563190008,1.0 1.0
0.8549415303936065 0.002224409178115675,1.0 0.305695147907727,0.4002819304520821 0.0520167980367158
1.0 1.0,0.8166919732809249 0.0009204439604583196,1.0 1.0
1.0 0.4875439415032608,0.18871289106210015 0.07330543803901504,1.0 1.0
1.0 1.0,0.5074163312071769 1.0,1.0 1.0
1.0 0.0328558185552064,1.0 1.0,0.03574758118617696 1.889209695766701e-06
1.0 4.3303738835975936e-05,0.059092467622546906 0.19633953607577367,1.0 0.4669468305621326
0.7202374756604786 0.17717747187778105,0.11806458258360847 0.02385394254879415,1.0 1.0
2.4191422210255054e-06 0.03578149697535069,1.0 0.1923909098051835,1.0 1.0
1.0 0.2895770748398404,0.1779305684852271 0.021082649944143782,0.06879402001777131 0.7561276312800643
0.24314430936673342 0.028457142483694423,0.3284215469701559 0.030130511732175305,1.0 0.014807878005082844
1.0 0.39139899923882776,1.0 1.0,1.0 0.5735554229883921
0.7900340578808933 0.9813541692920793,1.0 0.31913641816049376,1.0 0.06305485121055229
0.03599463967790088 0.011976041900674177,0.4072436747580694 0.8053618878816875,0.728992584731099 0.05270915386905626
0.06437734325840516 0.00902118454435119,1.0 1.0,1.0 1.0
1.0 0.5449203035649819,0.7566707240757642 0.0020367696434952206,1.0 0.4725381853264571
1.0 0.004441928121518759,0.8743934672947146 0.07271986851237011,1.0 0.32720611855098714
1.0 0.8129754241796614,1.0 1.0,1.0 0.754310634742699
1.0 0.6403348947143757,0.2948497043636023 0.9944567578892076,1.0 0.6290889203270387
0.9430972276307003 0.6541867381786466,0.7402213781472051 0.13758409719272355,1.0 1.0
0.03053408192570259 0.7043907750225862,0.25422020533451095 0.0029516602182176176,1.0 0.27532720017498236
0.4462220875304055 1.0,1.0 0.09226634003098683,1.0 0.9420100301284751
0.6452869691495486 0.5476142426555203,1.0 0.040809654977669044,0.8335240127387233 0.17055893122893065
0.0002504914714639598 0.9631511610007781,1.0 0.10385455180383295,1.0 0.28902314459495104
0.5982988862692914 0.8046232436103389,1.0 0.012895327887849552,1.0 1.0
1.0 0.9813736458661926,1.0 0.5264292581564893,1.0 1.0
0.0440134571462866 0.12232471860068653,1.0 0.10135341688731762,1.0 0.7760526051408623
0.17150940111600718 0.0078072035436454355,1.0 1.0,1.0 0.6347174110441742
0.22221651079801413 0.24680664187596335,0.34553540599804483 0.0016977682914359367,1.0 0.1333961620910845
0.30432289821389413 1.0,0.22732774717968143 0.9562337842138822,0.39393232944388207 0.026735034596313254
1.0 0.004094364064390681,0.7821084974221748 0.05174374671844288,0.315845582947619 0.31213895032381644
0.002770279688260331 0.00010082186162309174,1.0 0.03614460431655665,0.05699174530760603 0.031075135874896173
0.2662291203909498 0.024419896562728954,0.1507588323252758 0.00837027726195708,1.0 1.0
1.0 1.0,1.0 1.0,1.0 1.0
0.19528042314489824 1.0,0.29572877458392 0.16563508761500279,1.0 0.0038613775601414524
1.0 0.2714109992424611,0.34399674154292603 0.005049405212269577,1.0 0.7231318496403596
1.0 0.005341154271026741,0.7974504121475522 0.011634132539104811,0.4138697124488909 1.0
1.0 0.8358510608523655,0.21948288600036678 0.6078571749347332,1.0 0.7715548194151892
0.14708497103552406 0.4275248816451676,1.0 1.0,1.0 1.0
1.0 0.00045779835580037455,1.0 1.0,0.5711733936905744 0.6637901331177052
0.15029155404098726 0.002453959372141061,1.0 0.11797934599028015,1.0 0.647770164821946
0.751231885281062 0.00014640146847894425,0.0034101760713022306 5.840986968960957e-05,1.0 3.034680504639809e-05
0.008807021401773536 0.5593738549612974,0.000686345407798969 0.011332115972773041,1.0 1.0
0.34503376520918383 0.021692552317202313,1.0 0.6564348803457104,1.0 1.0
0.29166661304735864 0.003278390641778643,0.993043901229937 0.2431762474711734,1.0 0.5697344395519798
0.4109637433099981 0.00017322672954065275,1.0 0.6246138549088937,0.9393653222827058 0.008162899324236797
0.2593506707455945 0.1525992604569013,1.0 1.0,1.0 1.0
1.0 1.0,1.0 1.0,1.0 1.0
0.2680214373540051 0.4568140805784312,0.8679558427804277 0.0381190140123586,1.0 0.10676281273226734
1.0 0.002504446202202763,1.0 0.692662860002478,1.0 1.0
0.4302323560618945 2.55189776441735e-05,1.0 0.022331138357124795,1.0 1.0
0.8597525004610395 1.1680085031915037e-06,1.0 0.21371833239460922,1.0 0.8959763367891521
1.0 1.0,0.4593578645059037 0.048855448213973,1.0 1.0
0.9824613272830349 0.20931932786410487,1.0 0.9143741196933195,1.0 0.9670801623584869
1.0 0.0026083755335088053,0.7595841697866558 0.511962655299304,1.0 0.7015467848935256
1.0 0.030975873955134417,1.0 1.0,1.0 0.4099170895744697
1.0 0.7007877504502402,0.3517606793080864 0.0006200135078050938,1.0 0.8320635849041247
1.0 0.7424668790632132,1.0 1.0,0.5096653165632515 0.6390412675340138
0.6482965189298204 0.12269442514679185,1.0 0.0008186986717011185,2.988312309201168e-06 1.0
0.20942866668584081 3.9997839932254186e-07,1.0 1.0,0.1466602425895554 1.0
1.0 0.4041927716120111,1.0 0.9091655294637381,0.3057719408067887 0.08218104840795216
0.5011189411866956 0.03848566438998704,0.5922142089573359 0.0010531959316481831,1.0 0.4086913833511122
0.6197463279170982 0.40897097181978587,1.0 0.05099292924384756,0.9352405122081984 0.004229803085653132
0.03213639471210102 0.006459408838294379,1.0 0.7862819063186404,0.6191127059937979 0.07760213484784002
1.0 1.0,1.0 1.0,1.0 0.9175847560583689
0.09288397441586667 0.3004712494154006,0.5106620212629707 0.006968335039650454,0.6515436626774462 0.7274287335233913
0.47201398591466287 0.04087604114670173,1.0 1.0,0.021778459897981398 0.007404583034774788
0.02275941314838108 0.1606762803422969,0.7364569913752499 0.9687792906634279,0.6994982567858428 0.02617293291034068
1.0 0.613436150330276,1.0 0.33018561751936115,0.5328401042175819 0.024785584232918836
1.0 0.11327493412073056,1.0 0.6528712148301113,0.0016211499181967163 0.8518319774055811
0.6207561137888714 0.0006727509373124307,1.0 0.0011847535928837215,0.3552883373550657 0.4146945610573394
1.0 1.0,1.0 0.14980785290862406,0.039871695897796114 0.057021653091180916
1.0 0.21202410880658565,1.0 0.0017476252800027688,0.8019891260242613 0.008896355600136699
1.0 0.0009019864291773526,0.8249494088853078 0.534521627698311,0.07175558084441573 0.7426418188494566
1.0 0.8105282699203167,1.0 0.00010990628800214657,0.00923554074558252 0.006617022175175136
0.1846174919684181 0.006447445021250683,1.0 0.8781207204382211,0.7080784862722226 0.12143050019261897
1.0 1.0,1.0 1.0,0.017189906435385614 0.9729217284363393
0.712522045894284 0.2570865542093701,1.0 0.44424060680367095,0.5252829655911193 0.647524506807863
1.0 1.0,1.0 0.005999496377715735,0.4648672557644116 0.36601569639971715
0.433125759242441 1.0,1.0 1.0,0.1184590464399049 1.0
0.4598930078122828 0.6009651387256988,1.0 1.0,0.6413743976993568 0.8723219281254216
1.0 1.0,0.013924218630059918 1.0,1.0 1.0
0.8099454816691526 0.1902886099765507,0.0855385230958933 0.04620232083716024,0.10876467849755289 0.27287688509750935
0.6698961815859082 0.00010500318110465417,1.0 1.0,1.0 1.0
1.0 1.0,0.8482346597085614 0.27124811076312016,0.2608312148103862 1.0
1.0 0.011283017074475599,1.0 0.6928975921993104,0.188629682334561 0.02104059880860868
1.0 1.0,1.0 0.8101539670148039,0.8563841746045475 0.21971325486757964
1.0 0.013352387196672548,0.6655260749886502 0.25691200280049653,0.2941326292888273 2.3894698744624443e-08
0.429379917925949 0.0008534464862997126,1.0 0.3327763616498712,0.7146923156759173 0.0005620949432070656
0.00016956418413859034 1.0,1.0 0.330743580391224,1.0 0.04646916830623461
1.0 0.9625814587859092,1.0 0.005334264792218184,0.1820840170104465 0.05721000066613771
1.0 0.7068740346043056,0.9266008887041528 0.014522501896089245,0.1125890262282 1.0
1.0 0.004862190155844372,0.39636579984472203 1.0,0.2660893682324007 0.14515376206146954
1.0 0.9085029511549826,1.0 1.0,0.09399967449017388 0.000560872714179062
0.9256539696758328 0.00011972735217158978,1.0 0.8274522188533422,0.6175653860950521 0.05261441457253947
1.0 0.4945165826692311,1.0 0.7571725630333961,0.036444236916233004 0.5906250566365695
0.973248986180824 1.0,0.04420334314871612 0.36245134456143174,1.0 1.0
1.0 0.010625049690474779,0.7231189642300913 1.0,1.0 0.004157330336463381
1.0 1.0,1.0 1.0,0.7395677978447744 0.011717506402476912
1.0 1.0,1.0 1.0,0.16890377234291673 0.32170291787290217
1.0 0.007148327013464791,1.0 0.17817233475655628,0.0741383869223593 0.45422578298644994
0.000321389896838569 0.1057397935117424,0.3076164606535072 0.026453724242172856,1.0 0.24101236997755188
0.06545210439983427 1.0,0.4128954932622014 0.9476350525778334,1.0 1.0
0.8598321699617135 0.35985474348737545,1.0 0.015406184710685191,0.13819367618494457 0.06551101401017408
1.0 0.7748229986157348,1.0 0.12467095143784286,0.17426519706773252 0.06771520048227189
0.16584950522400269 1.2580455014532042e-12,1.0 0.5827060172509262,1.0 6.3038982300078135e-06
0.8877468546269554 0.2750265996041295,0.6172165544231033 0.3033434086412198,0.6998788647882098 0.728339436819556
0.31737501088758485 1.0,0.25936334901357494 0.8552504678448226,0.028427473945396305 0.12362160405766906
1.0 0.3346452399047395,0.6665392491436787 0.6653182938329384,1.0 0.9587661285206048
1.0 0.23267091149913038,0.15153391834344196 1.0,1.0 1.0
1.0 1.0,1.0 1.0,0.6941711837598751 9.025364755472355e-05
1.0 0.01894980311272292,0.03637620558448242 0.03954244697489183,1.0 0.2613872820160076
0.7852415169420757 0.00861848029552321,0.024393819952988866 0.2624395214688688,0.38930768403889227 0.010749078673736217
1.0 0.009551316054853454,0.04229579599312311 7.634566968989234e-08,1.0 0.22038987427181306
1.0 0.20171825484059258,1.0 0.263489324093037,0.06018881888721812 8.139051539402165e-08
1.0 0.18209484006324925,0.43290464698513414 0.6364402795054294,1.0 0.8144526365390926
0.6247305624695824 1.0,0.8550537335408375 0.08683992190756429,0.2756543915607651 5.34845929277319e-08
0.9987594364782204 1.0,0.3080440891767082 0.5279647251995768,0.9896707632229871 0.18465877979917342
1.0 1.0,0.8813129121597929 1.0,1.0 0.3205235441084642
0.7492729053695605 1.0,0.37127042583205166 0.0492131063821428,0.0209870361744224 0.1857712467967142
1.0 0.13683740999907093,1.0 1.0,0.26865266000877996 2.8409537792675297e-05
1.0 0.13347110322184896,1.0 0.8382834410393802,0.6946718880210601 0.0015772191705885738
0.3223147274243382 1.0,1.0 1.0,0.6766811540671378 0.0008917569557480036
0.8688997334189873 1.0,0.7445371655924665 0.9151663045111763,0.38916713998979574 0.38334691571914353
0.48492420563075234 0.028500777381908406,0.9184901287316285 0.18566625903910128,0.26292079263179047 3.983866913317122e-07
1.0 0.021501803641503954,0.4564393306080241 6.937418568273448e-06,1.0 0.6958166812316037
1.0 1.0,0.5219038885994767 1.0,0.06839186396858699 0.00035470867452330865
0.5076283143226915 0.009524457603530365,1.0 1.0,0.95368758323884 0.00211922104009957
0.7199621026584144 1.0,1.0 0.5448221913187956,1.0 0.0002511254070457592
0.6625003771490714 0.5064543765753775,1.0 0.47918952202803944,0.68376505553291 0.2313955628868685
0.047940609924604076 0.0785544338375952,1.0 0.04201088742422279,0.07113106721053235 0.25304625159241434
0.3599157008847057 0.02954372911376243,0.8286759980113481 0.015172480792898303,0.16747646172215344 1.0
1.0 0.3987780157602023,1.0 0.7634968900923347,1.0 0.21970459235013487
0.11071924204028305 1.0756173091176354e-06,1.0 0.5797427503990914,0.2278223437364481 2.907562366627488e-06
1.0 0.1080001398076032,1.0 1.0,1.0 1.0
1.0 1.0,0.013700121191326905 0.188799843043513,0.34499187907172113 1.0
0.6256939815075133 0.005443884664163429,0.5469589623692241 0.0007072005159147685,0.5067536995615813 0.012267848640754902
0.02215047605308054 0.014645084477136815,0.6569505550847685 0.2554278745764782,1.0 0.23888234266932673
0.3947711575096834 0.40228285338818776,0.04853759064052167 0.40776340802365324,0.0018344721945741955 4.846008068182026e-06
0.9266787957610181 1.0,1.0 0.6931083367841469,1.0 0.00024847288201255264
1.0 1.0,0.0356419562562866 1.0,0.5178691823426258 9.979143453751812e-07
1.0 1.0,1.0 0.45973829970534985,1.0 1.0
1.0 0.04357299331007332,0.9849753811145461 0.18659829291846872,0.4275616046551212 0.9598960924095801
1.0 1.0,1.0 0.00019245079559517518,1.0 0.5368161844697729
1.0 0.16171544522127623,0.6870429845870563 0.11023869032964859,1.0 0.019527607756198384
1.0 1.0,0.2420286339012205 0.2589156133250032,1.0 0.010172994966135617
0.754154771303609 0.28353917047550375,0.42862839934942976 0.07851415496186495,1.0 8.555076950812826e-06
1.0 0.010512247606481503,1.0 0.5950113505871496,0.03657203727089233 0.08039147606375813
1.0 0.015099734585274006,0.08674127815961741 0.0335414592604204,0.5857252236820522 0.018242413813102435
1.0 0.055850870997110835,1.0 0.00037707672343441465,0.0006226159743951892 3.783899588024687e-06
1.0 0.017088187868506053,0.9843587942384786 0.09108914704696432,1.0 0.00616993934998976
1.0 1.0,0.027112293750911405 0.6853501122446111,0.14147532442940988 0.7714224630857761
0.8367716692596294 1.0,1.0 0.771843709715369,0.7498670749619537 1.0
1.0 1.0,0.2865017278652283 0.015824167297286355,1.0 0.017889408291502124
0.0027820545984018137 0.7231238202801323,0.08427173913672807 1.0,1.0 1.0
1.0 0.00022534037866366713,1.0 0.45620889299242434,0.2075092679898492 1.0
0.06332225228358782 1.0,0.7320217235146698 0.09011163222813234,1.0 1.7208579359349756e-05
1.0 0.17385600395941778,1.0 0.1424784276194683,1.0 0.03887385415958428
0.4784967671895586 0.289358483870969,0.642854601006917 0.608273477638853,0.9606794110130118 1.0
0.5151621243525082 0.4913946534539355,0.15234809701641583 0.006302620812593829,1.0 0.09851906419976776
0.7283370503698908 0.5840549921016653,1.0 0.08986973673054556,0.14420912245309322 4.0547348124888684e-06
1.0 0.20544996018968292,0.31324059366886664 0.00229025794099723,1.0 0.7145904228271411
0.8440427145039369 0.01635333142792835,1.0 0.3045803624770034,0.9484025223408645 0.326995698907649
0.8275477951901088 1.0,0.6339479147982943 0.3058237331559748,1.0 0.0018452486934045706
0.6342605574038462 0.0061334896937351654,0.3625585333041182 0.06592586386462501,0.08805988138292668 0.36298654747985404
1.0 0.009361940678227838,1.0 0.30784587911888595,0.9398769477759198 0.7230770246863297
0.03766968691572456 0.005080528851657568,1.0 0.40742269871753817,0.6562679578512389 0.13355028535219493
1.0 0.33142657373618534,0.039299425491871695 0.03978605661262758,0.001287024017185534 1.0
0.7376269140481068 1.0,0.4414959211178423 6.57395862084228e-07,0.15938497871604382 1.0
1.0 0.4399817538167279,0.009728546025643056 0.012279110388752346,0.4528625816811337 0.8521978817405279
0.2112840295272711 0.09481610350670316,0.3001226325907263 1.0,0.00025615763424931243 0.0033659922684425077
1.0 0.05548400893263846,1.0 1.0,1.0 0.00017379881184953022
0.19680591733017078 0.5220277732178462,0.3027452119668702 0.7204859662122682,0.6185412080872439 0.19641725033454382
1.0 0.46714074528037486,1.0 1.0,0.6087961043241208 1.0
1.0 0.15769269586122756,0.18986133948728734 1.0,0.12362708110434117 0.012502796682968203
1.0 0.30909318858829316,1.0 1.0,1.0 0.282279418124271
1.0 0.032974849609547004,0.3800725094671335 0.21317366816195654,3.290612588251171e-07 1.62243228584459e-05
1.0 0.3214225514529664,0.48281255719824817 1.0,1.0 0.5401691084568621
0.14934138139254352 0.03564881705537312,0.930240042628089 0.5235907738641508,1.0 0.023328870151622515
1.0 0.00018911454083795335,0.3609678276894877 1.0,0.8797955571792364 0.005262977667833227
1.0 0.5774781213680822,1.0 1.0,0.04085079703739293 0.0012203012034954475
0.5522986457739605 0.015445237693558482,0.20143242832099706 0.0766431709890792,1.0 1.0
1.0 1.0,1.0 0.4935426081718229,1.0 1.0
1.0 0.6978377448261912,0.2525850993035286 1.0,0.5038686234673511 0.1757800062180547
1.0 4.5804796875869855e-06,1.0 1.0,0.017681219352256854 0.009083933917490215
0.074977350548205 0.9138638275531112,1.0 1.0,0.5631332538225053 0.7909643991488434
1.0 1.0,0.4376475317457281 0.16473802809617344,0.0016592710613660675 0.33381361115073693
1.0 0.0011921603838748014,0.15305185527299603 0.35492477609738826,0.28322460208747885 0.2495033708556586
1.0 0.13210310501500164,1.0 1.0,0.9245062239997434 0.5667803292342148
0.8900298951547141 0.009703816781386435,0.08121709006534926 0.12607382349597568,1.0 0.1588637719472612
0.6582455868054511 0.001166383278767652,1.0 1.0,0.3687510576122283 0.022641812238686155
1.0 0.5230818192565921,1.0 0.4763151914062508,1.0 0.11742340384653135
0.14779292829087798 0.9360949659110989,1.0 1.0,1.0 0.007335966531860543
1.0 0.06700395810837972,0.8052340020041251 1.0,0.5687530185932754 0.11986829911978945
0.5952945204281983 0.9220304293913002,1.0 0.831354767619616,0.5226585622834806 0.01692107438950421
0.12157430697256227 0.09351560420097396,0.020179512586495627 1.0,0.7760068269356044 0.3961468642262022
1.0 0.208976881120825,1.0 0.04375777554905642,0.027626645884640685 0.026545327562842773
0.8563220651477549 1.0,0.7665839474058715 1.0,1.0 1.0
0.34638721310076787 0.5062350388785305,0.1952979097231246 0.025844980827645924,0.7764724069290747 0.048943218634161595
0.5367276620413727 1.0,0.04670313742779207 0.14542356333658377,0.5487506618456666 2.3562524995635915e-09
1.0 0.2643255421905112,1.0 0.15750630685726144,0.6717401750941034 5.5438161600772735e-05
1.0 1.0,1.0 1.0,0.33047484475716593 0.01845934001911077
0.5888886093666723 0.14585738942203963,1.0 1.0,1.0 0.7602978648444482
0.9994770107611088 0.27966100216024653,1.0 0.6589182052473141,1.0 0.00027627107035010673
1.0 0.38373763196794786,1.0 0.524063286556943,0.21952798166192494 0.009350492094252759
0.9323796285423218 1.0,0.223838826673453 1.0,1.0 0.08623666450622788
0.5380124443525924 0.9466101547454135,0.33671666952854673 0.012953942953441662,1.0 0.1702054689161957
1.0 1.0,0.09707205125465969 0.04993039730692622,0.3365283289460532 0.3263964618558215
0.7751379216902382 1.0,1.0 1.0,0.11106140747470278 0.026465844798189385
0.09865676885206652 0.4030874094371861,1.0 1.0,0.704496372210553 0.25269270699551966
0.5436157598994833 0.48493285048803053,1.0 1.0,1.0 0.35308617620141614
1.0 0.11537431418089682,1.0 1.0,0.02586093181603693 0.0004976816976608621
1.0 1.9596038965339652e-05,1.0 0.11592466719872413,0.06175614099570348 0.013363680628317214
0.013128488502402457 5.216157251335011e-05,1.0 1.0,0.27301320359761433 1.82894547727267e-05
0.011950786559798376 0.6553611949604147,0.3718545186490153 0.6843344246486622,0.6714814115606176 5.685790372158888e-06
1.0 0.011269617919176965,1.0 1.0,0.293966277732038 1.0
1.0 0.8040928721793064,1.0 0.9743098616324439,1.0 1.670071009287758e-06
0.5800499769624965 0.0520612079857819,1.0 0.03414183560822444,1.0 0.044632912570431844
1.0 1.0,0.7316190019501138 0.3492532184646805,0.8496061564803075 0.04281992958642298
1.0 1.0,1.0 0.5125758544828178,7.209870146630553e-07 1.0
1.0 1.0,0.5555602036647692 1.0,0.22092648851402164 0.12274216033242083
1.0 0.8105902318341555,1.0 0.3603823800655883,0.4341447599057328 0.004706996632689405
0.0007124771140477098 1.0,1.0 0.6708822318608167,0.10641658226785224 0.0027440390255045258
0.5202092751036361 1.0,1.0 1.0,1.0 0.7652037537940609
1.0 0.1370366286774571,1.0 0.0602649513514901,0.7855852999899975 0.019088136279075914
1.0 9.208548269175898e-06,1.0 0.294450992499862,1.0 0.078876532990162
0.365387105059699 0.040456188069681015,0.48299206651623916 0.09481265151153156,0.854627752494462 5.329580036476054e-05
0.00803096073947646 0.05712317014931777,0.13160837998943464 1.0,0.5382969953470942 0.9290022897004795
0.8206127023614372 0.011394484080873995,0.47014800199754786 0.00017864051337774384,1.0 1.0
1.0 0.10439501805762738,1.0 0.8074390808984541,0.0036680078096302388 0.23802422838853038
0.42703758436719574 0.33230002287088356,0.44760862149267167 0.9163386249400017,1.0 1.0
0.4268771616010351 0.011595475101402946,0.4229637512994928 1.6675303527381876e-06,0.9627300872944484 0.04582512783670104
0.4223368003262524 0.003161686984132625,0.26499472283868886 2.8161612062215587e-06,1.0 1.0
1.0 0.9591075041591087,1.0 0.3032547503900217,0.4122769871892392 0.00718093370663604
0.3510798803734472 1.0,1.0 1.0,1.0 0.05838788476657958
1.0 0.8994658265509087,0.005639004095893944 1.6728654581545075e-05,0.30253728241238464 0.8357495406346958
1.0 0.9452894877789638,1.0 0.2999774106543068,1.0 0.2984925771775624
0.00034937344123310836 0.7755097886407871,0.7475082134747968 0.7247835039006763,1.0 0.47381397620406
0.04430806858579758 0.8938465651887466,0.5483948797561483 0.29579483653308153,0.12410596826278081 0.00317467078052148
1.0 0.0004777462342171476,0.23574944587524743 0.19023186296644767,0.12511140981450783 0.00022106049916796784
0.3208372422623525 0.62949171363934,0.04084272659318557 0.09189791182692411,0.25209699245511696 0.839307497165259
1.0 0.009568549373532556,0.006650708618682871 0.033342370754804534,0.8352246740781643 0.0008614612602139361
1.0 0.6934359718589468,0.505886543100085 0.0025653734476109866,1.0 0.09197357207880019
1.0 0.6766866634349022,0.6901516505211271 4.77460426419039e-07,1.0 0.06574421449400042
0.9931531596348513 0.24460957356719304,1.0 0.015208469606128022,0.5293004033181861 0.008259251753290373
0.8273086516492625 0.8355419963861739,0.2549135128380031 0.9712828250258714,0.11908152748351603 0.008400321146571544
1.0 0.04319156370440211,1.0 0.0010735668129137515,1.0 0.5187956677062248
0.45519532860067496 1.0,0.9232885269559854 0.30552289871051175,0.006867510281844128 2.992082162003311e-05
0.048159475887478605 0.0021241510519016504,0.26418978928334086 0.1869772920677305,0.24855492557408188 0.008300620375710954
0.1706434941035117 0.018850128159746456,0.0008623618913983701 0.03241305895540362,1.0 0.22853451786132947
0.0008812208375660159 0.372904156041116,0.23382096377221664 8.0679731276813e-06,1.0 0.04954536619333082
