P_value_shallow,P_value_dnn1,P_value_dnn2
0.34899443269040187 0.8362867248259005,1.0 0.00312247117675489,1.0 0.01437205910196047
0.07273010386871116 0.5419741257538082,1.0 0.7603062859522502,0.43642169498935124 0.023427183826285128
1.0 1.0,0.0994614511251452 0.574028162737248,0.26223080309122015 0.0002023534204414887
1.0 0.024991718237254976,0.0016290820152005108 0.01714500406971697,1.0 0.1799616738336435
1.0 0.2922566407082604,0.9681993223178862 0.0407676216686431,0.5337968716376729 0.011381729991868976
0.9454690603446212 1.0,0.6939210540462708 0.3968500695433022,1.0 0.005991142448290097
1.0 0.7423984493970861,0.930023330006349 0.08993438977475413,0.8008280923679443 0.25718634416581587
0.4716589304054383 0.15095494461754005,0.7748776884305464 0.2320026061227203,0.35202379058711253 0.003920035423698001
0.2911100121106969 0.09939755419365215,0.4831521066225403 0.04999666812125718,0.23647098117244053 0.000689922835954583
0.994081572585682 7.153402558995813e-08,0.0007427718971471362 0.08480202578265256,1.0 0.16564729609801307
0.3168153947518579 0.07789941017232804,1.0 1.0,0.20612127944977696 0.3741199708194506
0.2746009219653558 0.08979596490523291,0.25660654252167664 0.07508828456964883,0.10837060637260253 0.15020943451087548
1.0 1.0,1.0 0.0436867965317381,0.16621519878499283 0.6621361611981986
0.45016533477375154 0.13192219402987523,1.0 0.0035927450494230104,0.0003680796130406237 0.0008730561567726299
1.0 0.027999636176889213,0.04077752791700124 0.0006678104885805441,1.0 0.5634921186867686
1.0 0.006460012728917621,0.013817462845095482 1.0,0.22482408038860693 0.866547216649108
1.0 1.0,0.0004836426151725219 0.00010427692571578555,0.8378546187821787 0.04165838729345172
1.0 1.0,0.2456016284592532 1.0,0.6175871792696905 0.20707440374360014
0.00046636968334646904 0.0016200442220195561,0.7460082417253303 0.00162939745680385,0.003860940867463519 0.045377604261877515
0.6690377943910752 1.0,1.0 1.3711094260182373e-07,0.13108997432734243 0.7131552925857146
0.5586091104115396 0.0008610837107702852,0.03666204732253492 3.591145046161918e-05,1.0 0.002790208977313523
1.0 2.192246895457545e-09,1.0 1.2382459801657854e-07,0.5186793978960731 0.00040346825610993006
0.011167733830416792 0.073411705358869,0.0002138891118891115 0.0003369408325078996,1.0 0.00043803368394209285
0.5499208729215196 0.28714666514606235,0.8195230291014934 0.000297823559211063,1.0 0.9735438850875697
1.0 0.22718172482077514,1.0 0.26887635524157016,0.8612749957420336 0.00016885720225251225
0.1580301101675032 0.7503175084719839,1.0 0.521250275141113,0.3617176924009704 0.02261342479757697
1.0 0.15863159834709384,1.0 8.220420502557924e-05,0.645629363580074 0.0006541399079403812
0.02719717243061022 0.3167512093069362,1.0 5.162744267931545e-06,1.0 1.0
1.0 0.16900593175502546,0.7619840034690318 0.0004097164480265622,0.006614401585236044 0.07650465278734275
0.0985744244329605 0.2791881669841294,1.0 1.0,0.10947389042207603 0.13124471067971688
1.0 0.0017973260646320594,0.1604829767077182 0.019219626690402693,1.0 0.9052903903568561
1.0 0.0015328161655907837,0.005577285309253926 0.1409250095025998,0.8268710669169479 0.8314306407234331
0.8732500265855274 0.1257472579533959,0.9826970558650461 4.18691638829406e-05,0.9841783340855257 0.07359676463146897
1.0 0.3200590532288603,0.7071954780312055 0.01462187568219153,0.025663214290220275 0.228256970718734
1.0 0.013326067757221439,1.0 0.0003367473120000001,0.0005869035044140259 3.7003448799176226e-05
0.137219903110765 0.10766266664569518,0.06453308829427194 0.0036680092981790386,0.8650224914094138 0.035311919522980476
1.0 0.09843444708782305,0.002026883272473693 0.31103145780301605,0.09968103083559218 0.6066239356952573
1.0 0.3165860637897748,1.0 1.0,1.0 1.0
1.0 0.03371265568044917,0.004373181264935477 0.5888662307886077,0.6760760238897486 1.0
0.05188991922580587 0.08954242470350028,1.0 0.005854355373073136,0.048853990267056654 0.008837562687500335
1.0 0.0810296445132808,1.0 2.6680833941009714e-06,1.0 5.083809316233264e-07
0.8365693406021786 0.02060876435886299,0.8807438661670217 0.003008972929098278,0.10232589858199637 0.030119644316907675
0.09323290457550548 0.007566739253030544,0.7631521684410306 0.0007681807116430293,1.0 1.0
1.0 0.2684246833080923,1.0 0.5601713531389919,1.0 0.7867016547017746
0.11614830472378318 0.00522736131808511,1.0 0.0010191005462804141,1.0 0.0006160613449395423
0.130238602809283 0.0005630242716842795,1.0 0.010264048785240712,1.0 0.7224390761548398
1.0 5.046517660229107e-06,1.0 0.5286037182866596,1.0 1.0
0.2149368891591877 7.600799009945162e-05,0.7647870030677968 2.1456441512238203e-05,1.0 0.00023161002356869692
0.0001700030372108296 0.004981935433025803,1.0 0.02210725585354337,0.7639914113184395 6.208646755787272e-05
0.9678435073306412 0.0026582216448530096,1.0 0.9123979319206366,0.8017077187507347 0.007634004785477908
0.021963718639104183 0.6954676012373577,1.0 0.04196260078879573,1.0 0.0011381456606166128
0.4070062736590848 1.2450511148894874e-06,1.0 0.2919820108417194,1.0 0.5957765100557708
0.3426718658471846 0.19533455683974188,1.0 1.0,1.0 1.0
1.0 0.5509316124486172,0.0031557928502927044 0.1336526199194923,1.0 0.1729927962215117
0.3453599917826224 0.4225705653161711,0.1278028764198738 0.2820414810281038,0.4814636501218471 0.7899306518996504
0.12186484225927073 1.0,1.0 0.3204020067994683,1.0 0.11756006481218417
0.3334508938861316 0.0005162415245882346,0.012602306478382933 4.172572300187782e-06,0.11083445782602389 0.00181125157141733
0.5367419815701806 0.2225582354655449,1.0 0.335480682515909,1.0 0.02077367944707746
0.0059667662837493505 2.574175726767933e-05,0.8631693567265938 0.2732157366337778,0.0645018393549675 0.4260396099668552
0.6305678804049704 0.7822454124111184,0.9018241115453587 1.0,1.0 1.0
1.0 0.0062637953581160186,1.0 0.014787738480777444,0.7395126106780785 0.005325609747769622
1.0 1.0,1.0 1.0,1.0 0.43811787423104115
0.7267114897874999 0.004905892159223423,1.0 0.06684206621778557,0.7178237243448473 0.0012541366228219614
0.0675293046548245 0.13593072549693375,0.8209884558782012 0.011367000518659541,0.7453096508105588 0.004183503481999631
1.0 0.2620798885671437,1.0 0.5100944673892209,1.0 0.01847458736189804
0.9157709737434025 0.13931100000267962,0.2306958800089738 0.10299392028437417,0.7219000494182644 0.16091462707264398
0.6669707629595828 0.6630182465223824,1.0 1.0,0.14104389408785872 0.19773600435693983
0.05790399747333857 0.371421517233763,1.0 0.5112115720213005,1.0 0.8731918238715635
0.8148478173956176 0.26233256361131096,1.0 0.09388537048364078,1.0 0.12207893909350043
1.0 1.5953676906718101e-06,1.0 0.7488320170992897,0.020393374202469308 1.0
0.36972106490160145 0.00043230509912530726,0.015764982830103445 0.07008476393738948,1.0 0.035484757914444
0.009005905298816045 0.04608175316658549,0.9767244781485708 0.2907172166881173,0.0737453013058388 1.0
1.0 0.34544627968696295,1.0 5.351892762201517e-05,0.4761783753284474 7.527044432609642e-07
0.9465961802740068 1.5855411049500254e-05,1.0 0.16921103608825397,1.0 1.0715991744164142e-05
0.0003944429811121806 0.7538290640324473,1.0 1.0,0.9558503211722815 1.0
1.0 1.1241386980014974e-05,1.0 0.031175898653524586,0.004186925142207472 0.8395133322639107
0.0015230188499669004 0.159321449209416,0.7252523064104374 0.08178442649264336,0.6687593865327868 0.0861795026387813
1.0 0.19413547355547559,0.3421435943284686 0.23202185521993982,1.0 0.08902118203718686
1.0 0.00033571880873784133,1.0 0.0664591540314163,0.15498603340325592 0.20932254176808007
0.27230759944351696 0.33874900452331225,0.40442335039932104 0.0055595146341493006,0.10901332823699934 0.08990653973788743
1.0 0.6767000850068305,1.0 0.03151253287911093,0.23183085608512988 1.0
1.0 0.6082700520088833,1.0 1.0,0.22106783376566502 0.006173476102899221
1.0 4.317795213180433e-05,1.0 0.10255102881789671,0.6095606681494573 0.48752073754499664
0.07348692041846053 1.0652798650177308e-06,0.030939382487010975 3.953886682028206e-06,0.6598689387845165 0.011259252947984333
0.2897608594451745 0.011893043507002654,0.16231991145176278 0.0009512683955585375,1.0 1.0
0.7039021978991262 0.8246136758196062,0.20631762494737266 0.7795869367780244,1.0 0.6934784168698587
0.004986123083037688 0.017379887916037992,1.0 0.07111307041873467,1.0 0.2920073863062883
1.0 0.0013913403893535117,1.0 1.0,1.0 0.0003972399652474322
1.0 0.1569529990475536,0.4843330928712291 0.9012086197271644,0.05305061227310552 0.780845839768042
0.2494302847287478 0.016951955341310304,1.0 0.15762548915049684,0.052012090978152695 0.07389638465284618
1.0 3.310639053548112e-05,0.45925600053739984 0.007937723864180258,0.0800674837486142 0.0909228993317261
1.0 0.01316508884089651,0.15348078780532193 0.001091752617541016,0.6972253562351465 0.004446605941290672
0.02243195530765307 0.09449827497668101,1.0 0.45637505772198705,0.29503928085760867 0.004617703847338965
1.0 3.413993673412705e-06,0.6979614244660215 1.0,0.8339463169887001 0.684995406299828
0.974963674490646 0.08948922259658605,1.0 1.0,1.0 0.05500200052358038
1.0 1.0,0.8863760640500478 0.9266316900498617,1.0 0.0464620226030333
0.17479506149242593 0.47879083055512267,0.9165715531443356 0.7710502030656821,0.9936425922592786 1.0
1.0 2.670869372350504e-05,0.346246280094939 0.026624064450690595,1.0 0.03954147110733862
1.0 1.0,1.0 0.002578113709123253,0.17078926719538914 0.0014326337418353622
1.0 0.047112264241461047,0.963188833321867 0.12012378843525912,1.0 1.0
0.4055573744164686 0.6289175156095042,0.8157267884442053 0.44696635740174734,0.41647744941113335 0.017112875001086755
1.0 0.26514296160964773,0.0005861239708938018 1.0332600929899097e-09,1.0 0.0043466220196425025
0.0015327414357385032 0.2971628774083684,0.34023228778063913 1.0,1.0 0.9487274359595493
0.23455632440616148 0.8746737604361692,0.34478569642740053 1.0,1.0 1.0
0.550221714113104 0.4925524710577716,0.3238142301422958 0.9671633686302774,1.0 0.4331328166991437
1.0 1.0,0.249739429730223 0.0001865889000846739,1.0 0.31131875024321926
1.0 0.8628943885614713,0.1451871928878656 0.07831994083146301,1.0 0.0819587546563296
1.0 1.0,0.04440561069422192 0.19175313175881722,1.0 0.5721522698322064
1.0 0.5093838942601501,0.27283709047806 0.482849977989925,0.30259016796021715 0.1385202201978581
0.7014167463866818 0.009069335210397128,1.0 0.10013959194500735,0.4983008880603918 3.035271794992483e-05
1.0 0.5565813312082424,0.8408024605882521 0.41952502307561157,0.8375972656309851 0.36554738628893446
1.0 1.0,0.9539223521988065 0.048023549298745236,1.0 1.0
0.3517446576378181 0.13349130067057002,0.8177130064094491 0.24588757653608279,1.0 1.0
1.0 0.5280663518164461,0.7545757754890333 0.9954833364257434,0.133688036958181 0.6723749043138996
1.0 0.494307216903937,0.1566461596703362 0.14384665822103995,1.0 0.07623393782461009
1.0 0.2327562875813693,1.0 1.0,0.5926296707040514 0.1301854851071832
0.2232771618425642 1.0,0.015670882049117086 0.43177284219049816,1.0 0.2181573109291786
0.9389713055777502 0.7428385116280698,0.7020862152917164 1.0,0.858876848028163 0.09085636122243759
0.08176305879340276 0.8088824443786549,1.0 0.0437035507352058,1.0 0.759436277670788
1.0 1.0,0.652502443191203 0.050494738261006526,1.0 0.0001670962582431054
0.5132506860140293 0.12086770180104633,1.0 1.0,0.19103951181213966 0.020030547907253865
1.0 0.3658366798400145,0.659792933663955 0.11123133912459444,0.34730292388888495 0.0001994924079489162
0.24135099594957787 0.0028506164949183275,0.6536949040327841 0.3898774746596957,0.5720631013695641 0.005515393704076417
0.10724642785665475 0.015882597907829366,0.4060208318636905 3.695574410329626e-05,0.10049684324463243 1.0
0.5317105466797998 1.0,1.0 1.0,1.0 0.9364582723499795
1.0 0.15624873170243392,1.0 0.6697039953525916,0.9365960013134993 0.5076772435177841
0.09928889085989542 0.49889303950326935,0.2579709267306038 0.6534118223417398,0.6679807987124827 0.0004658687661639496
0.12791915449279428 0.7566596974942883,0.9905509846896356 0.27961883817946454,0.05113110753337384 1.0
0.11727831818956044 0.08365360708263779,1.0 0.006253544037685827,0.5028137575276423 0.6457083695189318
1.0 1.0,1.0 1.0,0.985686530017648 0.9302876646769548
0.12878663670712392 0.901312179686056,0.699819819641707 1.0,0.23052744507845913 0.48724428631836025
1.0 0.25432897904815194,0.509292418706061 0.00298797396930161,0.30583255125677483 0.7863836196034738
0.06226669322088606 1.0,1.0 1.0,0.12143027789675934 0.8445322759763962
0.2594108893004356 0.03691835472087033,1.0 0.02078022210523525,0.09124499373231934 0.38707003386943356
1.0 0.18994260030078913,0.6107756604624663 0.018048230587247062,1.0 0.753722266489662
0.2843454804102443 0.12440538306925751,1.0 1.0,0.13497452874924024 0.09836531249786853
1.0 0.034136238076091306,0.4120918798207709 0.5615343400611791,1.0 0.01293948301523861
0.0038507361611124892 0.03796761684700469,1.0 1.0,0.2013109212716877 0.0011787144746548293
1.0 0.2395918640535995,0.1845383889814326 0.00012394941480889545,0.9040033258659453 0.5192855867576991
1.0 0.6140995927047318,1.0 1.0,0.9905113120819777 0.4422672389826618
0.37954267191227836 0.003535339144610656,0.08451489310956133 0.0019066998613880772,1.0 0.0034655093757194203
0.16429486131184995 0.47029451254671206,1.0 1.0,0.1385627386854053 0.4026822586461231
1.0 0.0802510274445223,1.0 0.20134719407693308,0.24340030837865478 0.20980379090051196
1.0 0.7081227362952507,0.4571467014175411 0.17032919017573836,0.14751713928176316 0.014868072028481503
0.3700996153892701 0.3794260925958763,1.0 0.0012073783873413051,0.9801192721323766 0.34487872700068256
0.0007384543304561463 0.06291364182477191,0.9343997102780008 0.05229552717690322,0.42296399994545064 0.7991462859577638
1.0 0.6123474347314375,0.39486786744714963 0.964189498485979,0.24426158424242322 0.2001922343197317
1.0 0.9507780989293828,1.0 1.0,1.0 0.6446824064173806
0.10174598058815151 0.02331388542087996,1.0 0.06464232499744332,0.1295243877578908 0.35724541475460525
0.33695267505200244 0.6818378323825265,1.0 0.06898487578549697,0.02001758544763245 1.0
0.4285727129483299 0.6094598128087181,0.32678475296641896 0.004225465956543911,1.0 0.33536760397829046
0.6262238318603701 0.41228129139698827,1.0 0.05994150604711003,0.38826957400132917 0.25004756347304524
0.07737819179940195 0.0657018945998013,0.539600308430847 0.0024311516045341336,0.2710951483809686 0.0032009843361002314
0.35293307436342014 1.0,1.0 0.0502384075924516,0.026797947179983312 0.5690817874948577
1.0 1.0,1.0 0.009152326350493262,0.6763469328962861 1.0
1.0 0.6918326863238947,3.091175347485643e-05 3.293374453284258e-05,0.2701842059263934 6.880066927069848e-05
1.0 0.29618138647995657,0.9938029679462714 0.2329545531775572,0.9216967218510381 0.3234459330123259
1.0 6.586907676138806e-07,0.014598985376594122 0.11032052271721846,1.0 0.8359607493393755
0.8594202230614997 0.8759433726126765,0.6278683252892248 0.22441182763359746,1.0 0.8262040560711841
1.0 0.15613167540267864,1.0 1.0,1.0 0.8956273878982508
0.5398989251723987 0.019407611649652625,0.666168350433349 0.003296795676026527,0.1798746852075192 0.5984864867874421
1.0 0.8469978192676363,1.0 1.0,0.0776240999876878 0.2060814572084896
1.0 0.6177119391978325,0.0323510394726674 0.007268454991333025,1.0 1.0
0.22693834066654528 0.1915212692151277,0.01118756914411157 0.0009701203654935236,0.2014941151692958 0.004378840030198746
1.0 0.00819289604028103,1.0 0.10246594592139173,0.49069088389446097 0.5873144751185093
1.0 0.0008940890830905525,0.3473066657401044 0.038909102080826416,0.03432053154554203 3.282023327369493e-07
0.2765879049070513 0.00022515036439892257,0.2844091218913125 0.010038465163488228,1.0 1.0
1.0 1.0,0.0297388823326274 0.09855772562526585,0.5736445507817329 0.2611040257705397
3.26022022529285e-06 0.15285163284484116,1.0 8.612118871359675e-05,1.0 0.7189768545197277
0.38014470230198233 0.165815505241509,0.36248691054895665 0.0035862499710966663,0.6891550387845504 0.0005449734700547453
0.0006320359829291792 0.3669404850647903,0.27256920192555056 0.0007197555187568361,0.18814131723353283 0.0011402338310308878
0.6650417663070181 0.003740841401012214,0.08896583387578236 0.03189169791267793,0.3072584605958707 1.0
1.0 0.7772353071174943,0.12941940259195456 0.1770811174064378,0.7449205729715924 0.009445088436264916
0.003035886673604677 0.21010676630885838,0.2936641544569858 0.771949953724369,1.0 0.09839601348006413
0.2949124800323957 0.11085624235548247,0.4633989215715126 0.1054107167081196,1.0 0.08903343499666513
0.7685590787415113 0.2713664485145665,0.010131049542127993 0.014424402952059535,1.0 1.0
0.3584470696041127 0.4711299468646205,1.0 0.01966911442444188,1.0 0.3895118691965665
1.0 0.9835074843144601,1.0 0.5752698932705147,0.6970545084660555 1.0
1.0 1.0,0.605038605150113 0.2370965048100644,0.5074743332897713 0.14250812935889293
1.0 0.4723567424136337,0.0020678872767941523 0.6070091294393427,0.1661743498361572 0.3330471224381475
1.0 0.5846747775730328,0.2615336822999573 0.06445630204242311,0.018644029921593776 1.0
0.8132136501097236 0.37738440265421214,0.01077923950977634 0.16458803236582362,1.0 0.4872845121559635
1.0 0.45727623497003483,1.0 0.03947388928230478,1.0 0.7298315006216414
0.40377940192820627 0.16585304197221135,1.0 0.6971648262125807,1.0 0.5402592139089163
0.12826266503584918 1.0,1.0 1.03913877382946e-05,1.0 0.5317146886631012
0.7161349948956347 0.035028619523116596,0.9346391579418124 0.8877605441759122,0.23936655282085295 1.0
1.0 0.03321355877551136,1.0 1.0,1.0 0.3281731876476323
1.0 0.005409038211614671,0.0019828541425274903 0.1294821794051003,1.0 0.14593772449186002
0.1651048920913411 0.852650166343295,0.014793699827900117 0.011846467709098925,1.0 0.019479903716724287
1.0 1.0,0.1387509186900357 0.16677208805580324,0.023753090610893705 0.09838613260573263
0.4560101627013377 0.0038883882700077852,0.5152460518726281 1.0,1.0 0.16935556929910894
0.15598134666092736 0.7934904342720501,0.050088258496097826 0.3666331770142946,1.0 0.28659205711147867
1.0 0.7690679563422123,7.966718096265424e-06 0.4706289570924297,0.7740806902602573 0.03354204517237745
1.0 0.00010049376310911485,0.4529560621733827 0.5677942786914167,0.5317691653743304 0.08783788064324202
1.0 0.000891404289963247,1.0 0.19902458045359886,0.843664090274421 0.002681197697693114
0.4723434751173046 0.038975537385827375,0.4848825151406362 1.0,0.5352082820830587 1.0
1.0 0.2151613290779848,1.0 0.0002250553521456927,1.0 0.006520802893133822
0.4313260837455043 3.214959488353071e-05,0.735783565806601 0.23340228816769334,1.0 0.007491404521986848
1.0 0.011444750443318566,1.0 0.004491717027958024,0.27788705797183133 0.002761819659294384
1.0 0.19828313873327508,0.01625879658965326 0.7682965824243486,1.0 0.7625850197798121
0.26272009888069064 0.00024689872085289875,1.0 1.0,0.018455766032233242 7.86333481136082e-05
0.5647688889847581 0.5164563725298037,0.5563394115484628 0.0006306735745420463,1.0 0.7685973391518152
0.11012167757303523 0.40003627410211146,1.0 0.9940476443213193,1.0 0.6056376291445452
1.0 0.3908905838645149,0.2515235255848678 1.0,0.9167289088190298 0.009897413472446152
0.3406345382209995 0.00029382942471607666,0.93163599227407 0.15429373993941484,1.0 0.025624723460841894
0.7938213252244883 0.060332159974431296,1.0 1.0,0.08578888280446666 0.015854030881828
0.13284625361924984 0.9091803100783463,1.0 0.02129328418086163,4.564809597187828e-06 0.2750461797121488
0.25810159963569657 1.0,0.6248180429959322 1.552511007625004e-05,1.0 0.00203981087680254
0.515783280979632 0.13895638428262783,0.06238500898958457 0.009609603244550166,1.0 0.12495295032932346
1.0 0.00030556692466202306,0.07387961477077755 0.597189752680287,1.0 0.015583142129899186
0.28626986947057764 0.3528160116112301,0.6936404490277532 1.0,0.2321002202738205 0.7972443022251641
0.9587718748559 0.047616806177678134,1.0 0.01109144306915135,1.0 0.34481336673174495
0.011009033335188871 2.6700371622604e-05,1.0 4.4388036667682345e-06,0.09756398471349659 0.012563555917891135
0.6143739684973596 0.01442081032170383,1.0 6.472609964400543e-05,0.3200578044372382 0.1580567115847158
0.0032881047626672497 2.620823149516067e-07,0.0006605987246352009 0.0006027797705619824,0.026151305176204682 0.10800393440956337
0.2303806440939975 1.0,1.0 0.9477808778847953,0.5552816290033848 0.08435524773480084
1.0 0.017709313049191537,1.0 1.0,1.0 1.0
0.10715858718633478 2.6941797333439838e-05,1.0 0.5995068176309941,1.0 1.0
0.32836347140318894 1.0,1.0 0.4573990844994219,0.009714887543237634 0.03902516925273881
1.0 0.11740061476001595,0.5428045798406613 1.0,0.9274902795598117 0.4208856574551876
0.5633819894283516 0.3586414034352584,0.02312641797329699 5.631631903767506e-05,0.023857461323120045 0.4680092169568588
1.0 0.7699747177583718,1.0 1.0,0.260876705886236 0.3902656066915048
1.0 0.7677467443068776,0.8478926472072634 0.11149773867735395,1.0 0.39868488427209386
0.05544910977606232 4.728423776958835e-05,1.0 1.0,1.0 0.1805373313945211
0.6747347055781131 0.01313852084830177,1.0 0.010317499339895014,1.0 0.6200190986009095
1.0 0.026761448686760413,1.0 1.0,1.0 0.09723980168627819
1.0 0.14749970966577097,0.7051648659296008 0.11613451375288748,0.8897812270856813 0.7064626635851244
1.0 0.0020161502597846105,1.0 1.0,0.5966198664044544 1.0
0.20522467182988946 0.7063813736481521,1.0 0.927764540173026,0.2420945221726709 0.5331580281531167
1.0 1.0,0.343575350411013 0.007397587786823715,1.0 0.22134376669550548
1.0 1.0,1.0 0.5345054743527384,0.6466223553626325 0.01959550357292207
1.0 0.04187658807229544,1.0 1.0,0.18159829636082944 1.0
1.0 0.15812421848009978,0.5340003356435408 0.0020962590608921083,0.008316867217461336 0.0762576352223591
0.7194797891153317 0.3482758973104474,1.0 1.0,1.0 1.0
1.0 1.0,1.0 1.0,0.907550922981777 0.5207574010846183
1.0 1.0,1.0 1.0,0.6421080080051202 0.00016861134028815016
1.0 0.33591326901754653,0.8518731345899617 0.03763952904450765,0.3895451387926802 0.009619301057612047
1.0 1.0,1.0 1.0,0.042855279794825694 0.0012175040002514168
0.5247630817875542 0.00010757657420949862,0.007637338778949331 0.0013246025068220538,0.3163929119637523 0.009834504170959782
0.4380288858232827 0.10465435856753055,1.0 0.9166892853374149,1.0 0.47919922148468513
0.35030869790803687 0.1466755414857271,0.020930650975281753 0.18648575685355873,0.30205739320241465 0.9810060935744206
1.0 0.9386418719707246,1.0 1.0,1.0 0.10411166255382108
0.6313405438456199 0.019288924229897024,0.022493359660363862 0.48089094636430735,0.23993355458187926 1.0
1.0 1.0,0.31114309447950744 0.5977977773117763,0.8623137836790886 0.0002744771906199388
0.3120117853402848 0.03795418635110831,0.04390560960111988 1.0,1.0 0.013396581026683799
0.8294704069404827 0.582148204439837,0.11992496040174155 0.8170466389704586,0.05423516235859447 0.04872310904097117
0.2624635447620715 0.0013183292991283345,0.3906027237901755 0.0008586990422490531,1.0 0.0009089294786918794
1.0 0.12389238535397432,0.8444435654889806 0.8921914392091008,0.3033379336369961 0.022594371900901675
0.6733101655683249 3.5756187895527656e-05,1.0 0.4433128171607502,1.0 0.30789489420116567
0.7583415942478617 0.45716315985641903,0.3078952944248994 0.2394198277226915,0.41965516927874197 0.2791447456545037
0.8733995043632145 0.6734921240642778,1.0 1.0,1.0 1.0
0.6142693668857774 1.0,0.493565508201418 0.0007467851298848746,1.0 0.6051843815946356
0.6062903655339185 0.5072846982137116,0.7926246856481287 9.173128549919683e-06,1.0 1.0
1.0 1.0,1.0 0.22792348692677042,0.6381514042382808 1.0
1.0 0.039120149491820404,0.387806787662063 0.0002866915437184802,1.0 2.0119119268410745e-06
0.7993026889557023 0.08683828523273945,0.6370253867650149 0.12484081264317018,1.0 0.178872122190064
0.3766064512610277 0.7525197292977035,0.07451810273009421 0.030047035061588734,1.0 0.6423347375397301
1.0 0.7953249673678959,0.33817574011411533 2.099756520109787e-05,1.0 0.573805633014067
0.903809440007596 0.23975725431684697,1.0 0.1687733509387283,0.3909118134113226 1.0
1.0 0.13143814176712978,0.4915484900740747 0.0007081630294697165,0.2670983956547168 0.0017233246034149365
1.0 0.036306278029491754,0.44429185553209616 0.11054256659667264,1.0 7.054928089188129e-05
0.12136806360279197 0.49688037424399806,1.0 0.004100538090773663,0.10195430880218712 0.3070850827438667
0.5066553575596222 0.2124677440252911,1.0 0.07135584131924443,1.0 0.3084932830789615
0.29785266358329987 0.0009808078918752462,0.18116943185630152 0.21628112884891137,1.0 3.645835787596402e-06
0.01607663090904264 3.6179580368840504e-05,0.7320013099569413 0.07848951741518381,0.34675534384071904 0.010013750243255473
1.0 1.0,0.04016455789667284 1.0,1.0 0.029934720262223043
1.0 1.0,1.0 0.1957249636638591,1.0 1.0
0.8651574182013105 1.0,0.7439771953833128 0.0002918767063500617,0.0005297190658731324 0.43368989651145107
1.0 1.0,0.708971353363679 0.39419032255695047,1.0 0.02842815962810937
0.5042116952574234 1.0,0.022053798492079352 0.011392880725940899,1.0 0.2775817074268896
0.09546215418733087 0.9871006140009713,1.0 0.08530245756611085,1.0 0.22335181781967056
0.859839194858586 0.010981198356548646,0.9136527134235671 0.003663494076116074,0.9940787280099517 0.45259157261539046
1.0 0.1376615233570384,1.0 5.389773022935848e-05,1.0 0.002619739070987645
1.0 0.021968414293582962,0.033557806550333844 0.12160941716811227,1.0 1.0
1.0 1.0,1.0 0.8033048295357971,0.7298229067469657 1.0
1.0 0.0017941358497324958,1.0 1.0,0.19953403863987296 2.436731600019631e-08
1.0 0.6369482347435328,1.0 0.40057884296329377,1.0 0.021512810718424494
0.2636843427316596 0.762838890084962,0.5813031923086542 0.0002503778570923748,0.009532275806255156 0.11004259749986206
0.04669438545056949 0.3734242028492616,0.9187219231330733 0.3491755637593056,1.0 0.0016059172794465615
0.709747177124433 0.034308644353544346,0.11826768464287166 0.23665210928996544,0.5366586264270158 1.915662185932331e-05
0.4481269770125726 0.02428581173184057,0.023847782051895333 0.8617260576646639,0.16263130189077118 0.9600758900942726
1.0 0.9171473360700756,1.0 0.43352847521182014,1.0 0.8945806607657756
0.5689977960546837 0.045204895240678444,0.24269465850447877 1.975539562635489e-05,1.0 2.2634956286467284e-05
0.5848321680374631 0.07622501720766373,1.0 1.0,0.5784460807251037 0.07814775576496469
0.00023714482117085945 0.03634132109379419,1.0 0.8097841948696867,0.9509174338774553 0.866346814992544
1.0 1.0,1.0 0.7164987925184836,1.0 0.9983824055716093
1.0 0.4395284223240632,0.1086554602889418 0.25578612094502096,0.3513424857338753 0.3018162580400844
0.0496467438295798 0.3071397941263977,0.29985007007717285 0.05264535087184072,0.7549775836285766 0.030607646823765565
1.0 0.22393984552618976,0.27588599483527565 0.49788524523635325,0.7414840956448027 0.9094067790226865
1.0 0.20755711418339942,0.6358796188014985 1.155290735204838e-08,0.6965859382731574 5.222468985323037e-08
0.7917479253609314 0.002444428607691459,1.0 0.03797752564796851,1.0 0.7738037408808489
1.0 1.0,1.0 3.822733990319021e-06,1.0 0.0606292357254159
0.5571534526962942 0.8376682689245861,1.0 0.00010590800653354434,0.6214769571912941 0.025432893116553855
0.21734989131482427 0.03204387624608841,1.0 0.9488316111591111,0.000766381423912959 0.5674935731169009
0.7981943959931997 1.0,1.0 1.0,1.0 1.0
0.7596692171956158 8.84805194996604e-05,0.1696165066854914 1.6504335409945694e-09,0.8327244490175421 0.034738594205491746
0.04081933754683556 0.06297113675759033,0.7833096350270928 0.0053113616810679075,1.0 0.48455674366813184
0.6493850446301268 0.17871446303371724,1.0 0.43947310261934613,1.0 2.7538365190222797e-06
1.0 0.39072495887500736,0.006910331715158706 0.4857392469814051,0.43075313382136926 0.3627651471504336
1.0 0.023545635572478768,1.0 0.1590951299306908,0.008186900764187198 0.09524153254076753
0.00020983019356048946 0.005740683277345339,0.5819877424815872 0.100430975066956,1.0 0.00022206882395872017
0.7963250422308369 0.09077500369181435,0.5973763022767 0.021869863248782186,0.1308169725695593 0.0009778358963887976
0.09045504243334869 0.0052266598130321276,0.3936235062575807 0.06352088624732771,0.9462492851570176 0.012600091424543294
1.0 1.0,0.5107578857066852 0.5587145108272698,1.0 0.3300057391085985
