P_value_shallow,P_value_dnn1,P_value_dnn2
0.16079548113015235 1.0,0.1512332512042316 0.20366898151673613,0.17205254773013967 0.6428507229397362
1.0 0.019856111958439893,1.0 0.1097048528827148,0.5478536653218848 0.3244886904136355
0.845170621865628 0.1326596751610649,1.0 0.05463507724308543,0.9597607106936727 0.5205462175348263
0.7421724721141304 1.0,1.0 0.04822944175068086,1.0 0.83858740423367
1.0 0.6521395920154918,0.16217589001115465 0.15896291597652365,1.0 0.052435681150442656
0.4463324579163886 4.823957827852489e-06,1.0 0.0007493305217352549,0.011946883334686798 0.5562175311839733
1.0 0.17830014252559925,0.1398467128390249 0.883760567432379,0.6051880894367514 0.10988766239643044
1.0 0.5235646816216615,1.0 1.0,1.0 0.7886892870821139
0.2975060978063663 1.0,1.0 0.4938412191752681,1.0 1.0
0.7930013677977414 0.0011438672224282098,0.6569889427117546 0.13441203140381933,0.5819617994346367 0.004579587858690492
0.6048614424077776 1.0,1.0 0.6109516827726587,1.0 0.9252893487185662
0.26355662327871543 0.5775644833918249,1.0 0.0035686909503294534,0.39023487957559627 0.0014269944604150574
1.0 0.9108654090371067,0.12291129244186788 0.033359520294329106,1.0 1.0
1.0 0.0008497019376481125,1.0 1.0,0.8530340795599811 1.0
0.2498047057306139 0.6954007613469539,1.0 0.08738937624794298,0.5588324054146806 0.07117400099302157
1.0 1.0,0.860325643342804 0.1253577893222573,1.0 1.0
0.10252820279106044 0.29862049780209377,1.0 0.1819458462649758,0.6059838282929153 0.12571470173878146
0.39561690986450754 1.0,0.0024182289185886987 0.2329990201738979,0.5850958687699976 1.0
1.0 0.7930676527715448,1.0 0.7050043157882406,0.47959210752144826 0.018234077472616857
0.0024256180492571813 1.0,0.0402087363866021 1.0,1.0 1.0
0.015361108198171712 0.0021299932664353757,1.0 0.4369071146043664,1.0 0.7901429189492991
1.0 0.5418863962874554,1.0 1.0,0.3389122059492478 0.5787378387822292
1.0 0.023828338906997877,1.0 1.0,1.0 1.0
0.5979248040216116 0.3120418421960764,1.0 1.0,1.0 0.1334696662239779
0.010169740752098496 0.006125969032840745,1.0 1.0,0.6535813047444476 1.0
1.0 0.6748892178931533,1.0 0.41106089431641485,1.0 0.2195730557882013
0.4637211751176943 0.00382898838018475,1.0 0.31813290015663764,1.0 0.37681422201416165
1.0 0.11830344451882271,1.0 0.8300876659357762,1.0 1.0
0.449458533551175 0.3034918075638191,0.7429649302166872 0.7359046464209212,0.26779067967037423 0.6537992721675823
0.017190569037313405 0.03721524943008389,0.04939277742799901 1.0,1.0 1.0
0.3410873337227129 0.603499270413508,1.0 1.0,1.0 1.0
0.5537725504321742 0.5086208768714349,1.0 0.5541999214980131,1.0 1.0
0.8308109325406056 0.3326685635195259,1.0 0.022359384655612526,1.0 1.0
0.19433013113946448 0.7030939644841983,0.002112460250032931 1.0,0.27333436610430867 0.008034247879410733
1.0 0.937222590697164,1.0 1.0,1.0 1.0
1.0 0.256912708088087,0.492490417099801 0.004141210753189337,0.847568127249602 0.905781488266636
0.7304619770525039 0.22683725629464646,1.0 0.42206454709660796,1.0 0.2852610838549924
1.0 0.47836858696177365,0.2486815317677188 0.487968467952498,0.20604379758485056 0.11799803299833016
0.6240998076946229 4.372391408573466e-05,0.12075476147347775 0.6155331032837801,1.0 1.0
0.10099196210333211 0.3789213054565702,1.0 0.9439084721232313,0.5200359083311432 1.0
0.4291517298410313 1.0,0.6359662191976563 0.24256582154310757,0.5419325857570986 0.367339113277529
0.587491626151024 0.85823151281465,1.0 0.14449046822261807,0.37506749821192426 0.0026186587526247362
0.008453368443566462 0.5773734256360646,0.028634138050296496 0.48946235024144025,1.0 1.0
0.024435189012050947 1.0,0.6602049354350589 0.560481811902653,0.48926896117631646 0.06755682862215585
0.7185241754042768 1.0,0.13549371688390788 0.7934618590345143,1.0 0.0961525577526555
0.36135500127768616 0.39734766036051156,0.7870091019699836 0.9499835061779821,0.6915369518444916 0.9204307802293449
0.9132494737359504 1.0,1.0 0.43316721465587454,1.0 1.0
1.0 0.07402040661264116,0.6503869753212996 1.0,1.0 0.17310940920512252
0.010660931186529962 0.03781347260464331,1.0 1.0,0.018957718397223405 0.19852539498377972
0.32220914391843175 0.6573527033963946,0.08248315812508152 0.37068658243326147,1.0 0.14562351199460827
0.260367082984031 0.40007339796027785,1.0 1.0,1.0 1.0
0.4317823394275841 0.2390136131341138,0.9582216616641683 0.05548648284365881,1.0 0.7844388489525216
1.0 1.0,1.0 1.0,0.1798019657600246 0.19626942787263527
1.0 1.0,1.0 1.0,0.8150023928093442 0.313668768113009
0.7730655840944817 0.8686364751230122,0.6870525503581808 0.6608941970668735,1.0 0.05869495507004592
1.0 0.8247527431153785,1.0 0.21135579981362748,1.0 0.26573894967755746
0.8331810327638991 0.3417593832821739,1.0 1.0,0.0003308867639885421 0.16431872074138298
0.42712843794991634 0.0031506982254979536,0.7854399918496756 0.9600886970845137,1.0 0.650566377993022
1.0 1.0,0.24953566222976709 0.04412512831732242,0.4477030299524166 0.10977765360773253
1.0 1.0,1.0 1.0,1.0 1.0
0.1448770537183325 0.22367189659802572,1.0 0.030873501746197733,0.0665641715022948 1.0
1.0 1.0,1.0 1.0,0.015822426695023442 1.0
1.0 1.0,1.0 1.0,0.06370512122816382 1.0
1.0 1.0,1.0 1.0,1.0 0.1395619657064911
1.0 0.1630256797237306,1.0 1.0,0.2880343689006412 1.0
1.0 1.0,0.7432921571838405 1.0,1.0 0.5181643458566012
1.0 1.0,0.04866008845042265 0.35148676107833965,0.8188274685170797 0.24222488206334286
1.0 1.0,0.02322412561231807 0.2921254588556253,1.0 0.09933304872730203
1.0 1.0,1.0 0.22410764632651659,1.0 0.6381782841142831
0.0015065602203743153 0.42590854235125686,1.0 1.0,0.3170860468621899 0.012272915756541457
1.0 0.0005865312183001656,1.0 1.0,1.0 0.16934686999645876
1.0 0.7389780270257786,1.0 0.07957303203208194,1.0 0.389275203548055
0.48944432243104424 0.46108987547695307,1.0 1.0,0.01649676872223823 0.04694349065092063
1.0 1.0,1.0 1.0,1.0 1.0
0.2519369461263202 0.2042969977965774,1.0 0.05247881968501948,1.0 0.10116047850453183
1.0 0.9934575964054275,0.024579237212822014 0.00017754412914570955,1.0 1.0
1.0 1.0,0.4015367605979411 1.0,1.0 0.48499298808023417
1.0 1.0,1.0 1.0,1.0 0.7350129398175909
0.7483641915677791 0.6014277407108946,1.0 0.44082353051245576,0.7788437032882372 0.5093330296022898
0.07168027392909977 0.21275350047935304,0.024982924896993292 0.7203636230539895,0.7653861161863359 0.13117661650032006
0.4940777756631422 0.34344560739868957,1.0 0.02056286281235814,1.0 0.16936935134200132
1.0 1.0,1.0 1.0,1.0 0.7380913216109543
9.587619502886349e-05 0.3891587623797957,1.0 0.0031020185288448067,1.0 0.6677495619576532
0.06714512287370752 0.7469053067421066,0.8717128977351927 1.0,1.0 0.09851602597130421
1.0 1.0,0.4424612581258881 0.7338096649854994,0.16495485119372585 1.0
0.19602154082767498 0.6501585998406036,0.11836204736219094 0.017557637561189506,0.8222086446192347 1.0
1.0 0.4350667114347394,0.20650406969647755 0.005959052336397639,0.3698276855975968 0.5574846918214065
1.8934039563702858e-05 0.002279718622537193,0.5217181938206902 0.06738756820543651,0.8235995027964309 0.7036698018987193
0.8715059595441115 0.015540555395211687,1.0 0.8980435834344462,0.4008516765782987 0.3040176746594013
0.5146307754361548 0.10900910605723158,0.7600928121786432 1.0,0.3455952669065038 1.0
1.0 0.43389637596076247,1.0 0.6789920834103426,0.5697440862616275 0.11383422576047453
0.04524035609255215 1.0,1.0 1.0,1.0 0.002956963517892034
0.8525733434430179 0.02636499781522949,1.0 1.0,1.0 0.027438709344122826
0.6321873916986922 1.0,0.6576232692006516 1.0,1.0 0.4963756548476124
1.0 1.0,1.0 0.24802564294899154,1.0 1.0
1.0 1.0,1.0 0.8400288971511294,1.0 0.9710803307067557
1.0 1.0,1.0 0.29505777802529515,1.0 0.487616447064386
1.0 0.7986226427145533,0.11419673454853263 0.0029630079533899674,1.0 0.2116068108934281
1.0 0.6874753184011524,1.0 0.2967574983166071,0.8345438388931783 0.025085128058067674
1.0 0.14715594527044112,0.46853655007503475 0.3533394071676709,0.7500281988482476 0.680937757160617
1.0 1.0,0.9350504006574448 0.8544843025810429,0.39746692330720845 0.2022452672946019
1.0 0.3121438296262651,1.0 0.219385521292164,0.818001504489728 0.13871150448641562
1.0 1.0,1.0 1.0,1.0 0.5460743352464265
1.0 1.0,1.0 0.717296187830185,1.0 1.0
0.019403844823686272 0.29526708529404,0.32968554308720643 0.34314967411190783,0.695856209705199 0.4522635363458447
1.0 0.2979406840794868,0.5362291502478415 0.6816703230447434,0.06100851353352103 0.035784238966487865
1.0 1.0,0.730481114280666 0.0036697138447745487,0.8376792563618045 1.0
0.09343474049794367 0.23764882656589142,0.21163840477551527 0.0924956853639474,1.0 1.0
0.013227038916864463 0.0038500310413283464,0.8686040879590525 1.0,0.14315545394839427 1.0
1.0 1.0,0.05778996861553069 0.4463376202425891,0.018285133501673427 0.20484995889376784
0.006544358170172482 0.8877080585252712,0.8509769960092279 1.0,1.0 0.5269825783642816
1.0 0.908847035070689,1.0 0.2156905067569243,1.0 0.07051497530375869
1.0 0.6877202140618969,0.943119706465682 1.0,1.0 0.06391345189345052
1.0 1.0,0.9877047311080495 0.6215398050802972,1.0 0.8363235867112389
0.11641802688930106 0.4863173602597953,0.004819943559229417 0.022744363271707514,0.8223366143709139 0.15964351178075653
1.0 0.000978778046480617,0.8517973999980191 0.1867923130966878,1.0 0.06070484187721173
1.0 0.7684285007899344,0.024463552814995654 7.199688199977408e-06,0.2910440305478618 0.42273069924810486
1.0 0.23871440060662635,0.8241813390211201 0.7278985968384896,1.0 0.8234433331218243
1.0 1.0,1.0 0.5422572066233615,0.9209881589094975 0.17860017846395415
0.604638231854029 0.48059618188360165,1.0 0.7578161606568575,0.08090344333121105 1.0
0.20769197362839054 0.39290156355988776,0.42302260055248975 0.8902429564368818,1.0 0.46694319398551387
1.0 0.9504014034439753,0.9742316683816825 0.1258652494729544,1.0 0.7174646951606494
0.5082042343324495 1.0,0.185185608128297 0.31443951121785574,1.0 0.159325531972574
0.8652560880605723 0.28791275242118197,1.0 0.36133136692164425,0.4288835232977761 0.3511052426554539
0.9000543910227552 0.7541837757759999,1.0 0.0156332230576889,0.9997921861483547 0.22183272435945003
1.0 0.14973103402503019,0.4607963124410104 0.6117311547398161,1.0 0.16611758934644089
1.0 0.8557154890843138,0.4453309357618991 0.0065570493965749176,1.0 0.8295238432479615
1.0 0.2707745064945152,1.0 0.5867167841103046,1.0 1.0
1.0 0.8076645376811846,1.0 0.9721600076182615,1.0 1.0
1.0 0.110568265622081,1.0 1.0,0.22192682281898435 0.8516557928393873
0.7521078891327672 0.8890848583683908,1.0 1.0,1.0 0.3078260205563127
0.005083372670108257 0.550391439686873,0.02774180752037245 0.13453791263088216,1.0 0.452553305844846
1.0 5.7052921084209635e-06,1.0 1.0,0.09791226961122576 1.0
1.0 1.0,1.0 1.0,0.7895419427539552 0.3126248957179166
0.09174304871904596 0.8136196965739881,0.7224810968721866 1.0,0.7119438818435164 0.3661064747299845
1.0 0.8453348586649696,1.0 0.13249472115077904,1.0 0.9764152648235765
0.9564823677500248 0.8834327498633663,1.0 0.4873366923918495,1.0 1.0
0.08521277168532569 0.3679027070351636,0.04608735603018138 0.01700015127014602,1.0 1.0
0.6519707836533577 0.5218528481660075,1.0 0.5570134810053187,0.3926678446216977 1.0
0.40946204414118675 0.7352885772831461,1.0 0.8823514896449376,0.4098931102350554 0.5772961008479012
0.05284047074219294 1.0,1.0 1.0,0.6434737723589763 0.4357420290706483
1.0 0.09514753497454863,0.1188280782885571 1.0,1.0 1.0
1.0 1.0,0.9120675737564017 0.12479196728778906,1.0 0.137178579569257
0.9091562359683123 0.24348571656659213,0.4327180712806907 1.0,1.0 1.0
0.12877446012563548 0.037317107485859854,0.6689392727390121 0.2005357961451661,1.0 0.3906310781932227
0.3828503668154821 1.0,1.0 0.49643778093415347,1.0 0.6673065918003251
1.0 0.3008414910118451,1.0 0.14008994921950102,1.0 0.2553679937543174
1.0 0.8928386255933356,0.7633380543508707 0.014818616301059715,0.10375407634964928 1.0
0.33849955846503926 0.9677791042289522,0.39107364961045954 1.0,1.0 0.016741458474875515
0.6838705591440133 0.39266650778238144,0.9118415972174854 0.030875927598452674,0.8703509905995601 0.6388684491848673
0.9001844622431253 0.10934135236659938,0.8378020015110585 0.04443254237388238,1.0 0.638583527603122
1.0 0.018606760596536546,1.0 0.15723910367889482,1.0 0.07870723632310013
1.0 1.0,1.0 0.7160576666853216,1.0 0.532288524535206
1.0 1.0,1.0 1.0,1.0 0.45792010700730085
1.0 0.7722249832899784,1.0 1.0,1.0 0.25166028851290456
1.0 0.09617317277262319,1.0 0.04492228522214308,0.9311611462679434 1.0
1.0 1.0,1.0 0.07711244015171215,0.34745718698673644 0.8842323832675271
1.0 1.0,0.08901815850499345 0.00205019469770581,0.5012951422711153 0.8788590330108164
0.645299369754133 1.0,1.0 0.7014669006893124,0.7662190660129311 0.6997682659921924
1.0 0.30008160092423664,0.6340459354259814 0.3643567202269151,1.0 0.028157935491550545
1.0 1.0,1.0 0.5633080328279481,0.8089953593102314 0.006334854350839056
1.0 0.3126523360758213,1.0 0.4383109676558905,0.6179418572284541 0.23578847719619916
1.0 0.3077339350272998,0.1565034497751258 0.976987254378159,1.0 1.0
0.8554371790377981 0.17770524926087894,1.0 2.434800258914653e-06,0.9363473484664604 0.1238728331234009
1.0 0.12533535525271605,1.0 0.024948408034393812,1.0 0.1972523466193715
0.7087707307766002 0.6211058072434414,1.0 0.12604302461687905,0.003952028693614932 0.30470588586413033
1.0 1.0,0.6491126728747008 0.8065266201854788,1.0 1.0
1.0 1.0,1.0 1.0,1.0 1.0
1.0 0.4498564574495973,1.0 0.6089174717083043,0.16320775168050472 0.3864066755865308
1.0 0.8353080128222665,1.0 1.0,0.21193856088238672 0.0005663254511753316
1.0 1.0,0.6872878759884319 0.1271671442948895,1.0 0.3953259683267494
0.38860167200066054 1.0,1.0 1.0,0.18708850056828197 0.13798978834283526
0.3599255485322451 6.0377604075064534e-05,1.0 1.0,1.0 0.6867740918782191
1.0 0.10666706614414778,1.0 0.9476246538340525,1.0 1.0
1.0 0.3650339570642246,1.0 0.01954816068287065,0.9456169352467636 0.7256097832256989
0.14133281523970043 0.052874377683165504,1.0 0.7687024491591358,1.0 1.0
1.0 1.0,0.4557220488499213 0.05771427978270402,1.0 0.4990591069533038
1.0 0.07106453662732845,1.0 1.0,0.006519055423823798 0.6097042902055952
1.0 0.9448426918387778,1.0 0.23734146336493017,0.445831424316078 1.0
0.5214266003913943 0.2779871743772517,1.0 0.18448781362921893,0.8586665013973819 0.455983733081333
1.0 1.0,0.863797106148171 1.0,1.0 0.2237288850087015
1.0 0.9938107469339715,1.0 0.05269625795404698,0.34615847953468026 0.36939634041766933
1.0 0.5181299396455952,0.6456524074864199 0.9544090259418239,0.24071316268154902 0.006192249658214515
1.0 0.015889541103571332,1.0 0.8911635806188691,1.0 0.8396361441852659
1.0 0.5403097645804276,1.0 1.0,1.0 1.0
1.0 1.0,0.016707100585771763 0.19262374354622616,0.6764864816684109 0.004883125194567916
1.0 1.0,1.0 1.0,1.0 0.7301561221937924
1.0 0.5122613098202453,1.0 0.875637814736787,1.0 1.0
1.0 0.35075176046305234,1.0 0.43241449692360323,1.0 0.06372422000717742
0.8070000009121184 0.5064937443215867,0.11122002861696723 0.06390264706960838,0.6121037242037686 0.02842809723824619
1.0 0.15309432632842468,1.0 0.03049021627442597,1.0 1.0
0.5516743376996252 0.012311985784976845,1.0 0.6070238524074039,1.0 1.0
1.0 1.0,1.0 0.909842074311801,1.0 0.39941186513432214
0.8270538193619381 0.28952650229873184,0.44684123625689787 0.2619291712693179,1.0 0.7117277139468678
1.0 1.0,1.0 0.9812095380026865,0.5541138679311653 0.3327511034327838
1.0 1.0,0.461212501533783 0.0228864003966304,0.6015491234594927 0.004355041735836549
1.0 1.0,0.08347638860865657 0.003920765825167564,0.6309798563526385 0.012474917855662605
0.02423556191396728 0.5247732505328216,0.09890236297915994 0.030372502337483426,0.5189230358886212 0.3454299156960268
0.3111333850427522 0.968714499611159,0.3416050931024536 1.0,1.0 0.2679579958710081
1.0 0.22330909588495113,0.8609675092328706 1.0,1.0 0.20036311452571837
1.0 1.0,1.0 1.0,0.6932579660356034 0.9778027673252921
1.0 0.5867824900360082,1.0 0.25510366451760574,1.0 1.0
1.0 0.7435554858863545,1.0 0.23555972499582833,0.32518245292409886 0.6317629114269834
1.0 0.8693999546276179,0.5225830667422788 0.0830117568856342,0.91815112230883 0.024957865905980554
0.219547671323729 0.9016043550940156,0.7648177646408068 0.6150314430654906,1.0 1.0
0.6787412431669484 0.006351601722074474,0.7867512861809154 0.6752248861637343,0.12143157981133257 0.17440092103661375
0.5000999401177247 0.27332415836626656,1.0 0.0008633702515278821,0.30008198715820444 0.25709868971211963
1.0 1.0,0.14132611890911628 0.007749635900250543,1.0 0.11388561524699482
1.0 0.044600021234160916,0.20736455992135477 0.9225673195647683,1.0 5.57270995199882e-05
0.1828464399404143 0.7551930967542169,1.0 1.0,0.4676647478790874 0.11218894423277809
1.0 1.0,0.20701216073127204 0.02669404081519984,0.7702279219463635 1.0
1.0 1.0,0.16324387514598918 0.016874562315080402,1.0 1.0
0.39254076166554114 0.00033413677995752414,1.0 0.027070881557365832,1.0 0.5858672681666367
1.0 1.0,1.0 0.9554789304273614,1.0 0.355679409520698
1.0 1.0,0.3045684600323292 0.40366195221780865,1.0 1.0
1.0 0.6387586558195837,1.0 1.0,0.6818152558068584 0.25323353793943887
0.8308848030751608 0.07484552157765927,0.6221789970584743 0.11926199957942873,0.2387251438466298 0.005782987046218248
1.0 1.4056318477066861e-05,1.0 0.09875868151308999,1.0 0.00018456177653178914
0.3324820526453809 0.4927022950064034,1.0 0.2757037724081798,0.9301813038908522 1.0
0.8331946680439908 0.09899992166858576,0.3650325684216402 0.06567958196545225,1.0 1.0
1.0 0.1306940793537512,1.0 0.18757179886862663,0.10067677329529368 0.17595838367287395
0.8898357882080766 0.3154468395115424,1.0 0.8677634263121501,0.3446848193871381 0.31878293013879666
1.0 1.0,0.13069395497098232 0.3297911953076886,1.0 0.14941032750632927
1.0 0.30678479603522385,1.0 0.0863001008190147,1.0 0.7729349087166322
1.0 0.18690835557735233,1.0 0.0024993775266473617,0.9485059409891061 0.5635053146901526
0.04381292363859532 0.026718612842722547,1.0 0.3214383973562578,0.3751439146925394 0.08823285062529634
1.0 0.00420035312412211,0.22612549098321355 0.00015923049401675963,1.0 1.0
0.9197964914149668 0.4757686840853951,0.6483409235131792 0.7863375521034588,1.0 0.9172580007003818
1.0 0.37352589122678487,1.0 1.0,0.010414923210173222 1.0
0.44185020960704185 0.14373970770322872,0.5528556518282399 0.9911873743883529,0.6545610528028515 0.3787908551832116
1.0 0.3742549885825305,0.7682367958471679 0.17869040970772027,0.35758860273336196 0.07180021701793865
1.0 0.6606414044926998,0.29872593347919285 0.0015806874285125925,1.0 1.0
0.08954190548783644 1.0,0.03172206744044257 0.5870222064746391,1.0 0.050919987033634026
1.0 0.6082581505255718,1.0 0.888768176253512,1.0 1.0103900460090484e-06
1.0 1.0,0.5458474075391652 0.8797219187152135,1.0 1.0
1.0 1.0,1.0 0.08463689506387276,1.0 0.07185502204801833
0.943969026307654 0.00020071810521365188,1.0 0.17037955620003883,1.0 0.17774976573576087
0.7573851523137396 0.9925012305129278,0.23204356748221616 1.0,0.590913293065371 0.7385309092955915
0.3733388690962218 0.00602926984863566,0.13402031878245815 0.3959484788339714,1.0 0.3770783839787871
1.0 0.6266292494056428,1.0 0.0007249583752838799,1.0 0.2233250126737973
0.02474437810343101 0.6667007752064186,1.0 1.0,1.0 1.0
1.0 0.4620144147066599,0.04638118584905528 0.16471100072312161,1.0 0.09528457817884908
1.0 0.46775683860494444,0.978565941906932 1.0,0.8824763570813415 1.0
0.5044639838543846 0.03127832953863312,0.6592816893632227 0.029941780636229754,0.2408052960666262 0.0023427730845526386
0.3235973675206057 1.0,0.590137362190961 0.05772953408965538,1.0 0.4244471952101753
1.0 0.4085366998196359,1.0 0.24103930734997453,1.0 0.17464262194127927
1.0 6.018230151985597e-05,0.34805454753345494 0.009283707759657839,0.2293449874814455 0.3347536724050546
1.0 0.0746632126150716,0.7996369114779327 0.04100049903169867,1.0 1.0
0.18530093040737367 1.0,0.6951461959676255 1.0,1.0 0.16765101236746566
0.3446495870303855 1.0,1.0 0.08238961873324283,0.7460246111736407 0.08800139539220049
0.589553220398379 1.0,1.0 1.0,0.2957627090270365 0.07474639712820108
0.39784575720770415 0.701145900029435,1.0 0.52917061677433,0.36045238097026644 0.7414639024384737
0.01868948279881649 0.025388908038168477,0.8995888807644998 1.0,0.08115075426801471 0.12255473362557846
0.5134502689730243 0.013115071897885732,1.0 0.25490550835512743,0.12756518901630812 0.4269113616436077
1.0 0.10174170248146615,1.0 1.0,0.7895784960248784 0.2908994990587731
0.5284216755233183 0.7440960583772398,0.5468619049275695 0.5796949119245738,1.0 1.0
0.2302901613682427 0.6108776551814679,1.0 0.009791295655852704,1.0 0.07012555045700777
1.0 0.1574510970671052,0.10367523211371527 0.7185456911011652,1.0 1.0
1.0 0.9080276445612139,1.0 1.0,0.11191601536754689 0.13628685702554094
0.01924562056810497 0.7594855720143281,0.3231847832210447 0.35334597833459436,1.0 0.6054372143387508
0.910183732201111 0.10934702024612586,1.0 1.0,1.0 0.4126797497973085
1.0 0.15839508804574343,0.9839184290182 0.021847415897559203,0.34052948723777215 0.45152480605655876
1.0 1.0,1.0 1.0,0.2683685603722677 1.0
1.0 1.0,1.0 0.21349012374032156,0.3184868463022594 0.10305914755570195
1.0 0.9734567688940485,1.0 0.6165817930715602,1.0 1.0
1.0 0.5253351050271189,1.0 0.03689370863319594,1.0 1.3757325748106786e-05
6.936556792014086e-06 0.3113908248733013,1.0 0.6445973633564116,0.5933150047877529 1.0
0.0005677658215091276 0.4651043388413048,1.0 0.9253219099180072,0.453407477451721 1.0
0.012525859193687858 1.0,0.5747547054291964 0.14945188800672227,1.0 0.24362144043614614
1.0 0.4273163586343109,0.7059690148122941 1.0,1.0 0.7146211624897651
1.0 1.0,0.8045810261795868 0.8704986914037136,1.0 0.8746919538585902
1.0 0.6226680422479048,1.0 0.2360162260852311,1.0 1.0
0.39805629970469136 0.7345558375129279,0.9910990125769028 1.0,0.6816717608616223 0.1946747781481652
1.0 1.0,1.0 0.37822383105699825,1.0 1.0
0.03444282131246809 0.5996813986239402,1.0 1.0,0.5045876849425084 0.8808051384933828
1.0 1.0,0.12905311976718428 0.307150047438424,1.0 0.4723142550260975
1.0 0.007359514029148401,0.5872890071704262 0.0005528737121805691,0.005148930344769348 0.5760900333345669
1.0 1.0,1.0 0.5810789617748489,1.0 1.0
0.4976544712712479 0.2138030958841916,1.0 0.9478303436357667,0.15722092252771974 1.0
1.0 1.0,1.0 1.0,1.0 1.0
1.0 0.6569076583947278,0.41418673201650547 0.5877869739351983,1.0 1.0
1.0 1.0,0.5602661228359616 0.2926761258470763,1.0 0.03311415742966284
0.6982168631025674 0.18210592295548228,0.737563155027231 1.0,1.0 0.26252389623750283
1.0 0.1556472485989344,0.03291061144324997 0.00042161702515580224,1.0 0.01863337140757485
0.8191890734049746 0.14534037091147056,0.32366130862514175 0.40263932479585646,0.6365559038580246 1.0
0.8305099247714675 1.0,1.0 1.0,1.0 1.0
1.0 1.0,0.8558514142374881 0.2910688725881868,1.0 0.12869659549144075
1.0 0.17735018198475735,1.0 0.1695261590655219,0.053502422581290905 0.008494859826448537
0.8031980050435005 0.008478400892760498,1.0 1.0,0.04878214210602278 0.45437233825188317
0.561286246221437 0.45621705311752864,0.2582411954736725 0.08876482828489261,1.0 0.9747692811090056
1.0 0.9605007030548042,0.7773151334869628 0.03247527821069704,1.0 0.12499121850254302
1.0 1.0,1.0 0.5843747658514562,0.2994094562172176 0.004889875231003326
0.09211258488919784 0.1090356034961652,1.0 0.7524367456496475,1.0 0.5453365351823252
1.0 1.0,0.821798603446563 0.15707307259930098,1.0 1.0
1.0 1.0,1.0 1.0,1.0 6.020984910381205e-05
1.0 0.8216861992148363,1.0 0.1320427114508552,1.0 0.019441486002032635
0.2732028309222683 0.04570962021635844,1.0 1.0,1.0 1.0
1.0 0.860919925479674,1.0 0.422479098393539,1.0 1.0
1.0 1.0,1.0 1.0,0.6195861863600631 0.6561884861745961
1.0 1.0,1.0 1.0,1.0 0.2865336158658104
1.0 0.2439884812491025,0.8871608823830026 1.0,0.03781774654828675 4.881038401926692e-05
0.11354774049774338 0.8607905014811368,1.0 0.2264094841118528,1.0 0.8674146408737431
1.0 1.0,1.0 1.0,0.9362857808482121 0.90078378957884
1.0 0.0814755093881792,1.0 1.0,0.14094128097268643 0.1530190231305732
1.0 1.0,1.0 1.0,1.0 1.0
1.0 0.21082028780039547,0.7487065863951364 0.7566084048661796,1.0 0.27395294890311
1.0 1.0,1.0 0.4224290857511119,0.7532291208826063 0.02265657298773947
0.047076848422850204 0.4174283302168761,1.0 0.9593625100481447,0.34710705133449604 0.49856179072683643
0.7699249900005967 1.0,0.06912144327858868 0.21573770861806174,1.0 0.25383305479815815
1.0 1.0,0.7643530700317153 0.7823733991045974,0.3847635084510004 1.0
1.0 0.43591982899592585,0.21659362310751445 0.6959843547634805,1.0 1.0
1.0 0.36130082675915315,1.0 0.03154131559632624,1.0 1.0
1.0 0.0003907157927324053,0.7778928498947801 1.0,0.0017949515899320914 0.0713564745753889
0.4374423447972887 1.0,1.0 0.9314833332912419,1.0 0.07516581146236889
0.11677906135824705 1.0,1.0 0.47916893061699734,0.4173803410916696 0.5150665259781124
0.1802218573238083 0.010538598297647863,1.0 1.0,1.0 0.039281942003882714
1.0 1.0,1.0 1.0,1.0 0.3542179137640426
1.0 1.0,0.9803904559527814 1.0,1.0 0.20321058867402877
1.0 1.0,0.5478155237312885 0.45306079678946853,1.0 0.6813673323601581
0.6118678859756737 0.1235884203577998,0.050307959430473295 0.0007582836185230762,1.0 1.0
0.9772707966235202 0.3323227441158259,0.6815422078508597 1.0,1.0 1.0
0.36650749431259394 0.06861954388725561,0.846617105676034 1.0,1.0 1.0
0.08014927455969614 0.026820443224227997,0.6791126832126023 0.9892684834553016,0.9464122640942809 0.3827756642818645
0.9400978787107575 0.7552492049395154,0.9782369627045856 0.7476430885121748,1.0 1.0
0.8595761183818476 0.2866449224569383,1.0 0.12829286361877992,0.5982339277567077 0.6743856523665951
0.6116172025543041 1.0,1.0 1.0,0.07512825002712525 0.051398130322288155
1.0 1.0,1.0 0.47984940275113974,1.0 0.982214501315298
0.16469396193404612 0.8899538062770869,1.0 1.0,0.0751445478247612 0.0002182407514669512
1.0 0.54853740375346,1.0 0.35075723306939,0.23732660668465733 0.23030673479136649
1.0 0.32738503601621266,0.1252427064816104 0.29263578619114705,0.8110611874278437 0.14542464897734142
0.23896460397912567 0.5310477657387448,0.9877768831253093 0.015551465897690287,0.7580066764709064 1.0
1.0 0.9761399446301336,0.5128421675554516 1.0,0.18994722349840118 0.1312471388272185
0.7890851569849353 0.008934983300876031,0.15311125160587774 1.0,0.3834347969576352 0.8764044905364177
1.0 0.6718392942808108,0.41156549122063074 0.12957668525719918,0.005088751224760493 0.10482711218641841
0.653639682045724 0.7425666583615833,1.0 1.0,1.0 0.07703058386912935
1.0 0.5377051504757413,1.0 0.8728662281729446,1.0 0.036333787574649876
1.0 0.14652353122061612,1.0 0.6752708324591008,0.9168162767630521 0.5173990579629116
0.24504690472483381 1.0,1.0 1.0,1.0 1.0
